animal	Length	Family	Sire	Dam	Salinity	SireID	DamID	Protein	HC	TG	FA	CH	PL
745	0.062	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
746	0.065	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
747	0.066	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
748	0.073	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
749	0.063	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
750	0.052	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
751	0.066	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
752	0.072	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
753	0.065	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
754	0.062	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
755	0.062	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
756	0.067	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
757	0.071	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
758	0.071	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
759	0.065	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
760	0.056	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
761	0.087	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
762	0.069	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
763	0.067	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
764	0.07	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
765	0.062	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
766	0.067	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
767	0.073	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
768	0.076	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
769	0.069	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
770	0.065	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
771	0.064	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
772	0.058	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
773	0.073	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
774	0.07	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
775	0.064	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
776	0.07	BD	H	L	L	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
777	0.075	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
778	0.074	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
779	0.084	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
780	0.088	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
781	0.076	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
782	0.105	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
783	0.079	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
784	0.078	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
785	0.072	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
786	0.07	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
787	0.08	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
788	0.08	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
789	0.07	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
790	0.08	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
791	0.075	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
792	0.079	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
793	0.097	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
794	0.069	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
795	0.063	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
796	0.077	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
797	0.071	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
798	0.068	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
799	0.063	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
800	0.092	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
801	0.073	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
802	0.058	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
803	0.082	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
804	0.072	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
805	0.064	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
806	0.064	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
807	0.073	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
808	0.068	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
809	0.094	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
810	0.061	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
811	0.066	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
812	0.059	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
813	0.054	BD	H	L	H	SH12	DL9	28.47148328	22.29179861	223.8570989	35.70946486	13.92805352	604.9457956
814	0.065	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
815	0.067	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
816	0.066	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
817	0.068	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
818	0.06	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
819	0.062	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
820	0.066	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
821	0.065	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
822	0.058	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
823	0.067	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
824	0.057	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
825	0.073	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
826	0.075	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
827	0.063	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
828	0.07	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
829	0.064	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
830	0.069	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
831	0.064	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
832	0.066	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
833	0.057	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
834	0.055	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
835	0.054	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
836	0.069	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
837	0.061	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
838	0.072	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
839	0.075	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
840	0.056	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
841	0.053	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
842	0.068	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
843	0.059	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
844	0.074	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
845	0.06	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
846	0.067	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
847	0.065	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
848	0.061	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
849	0.05	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
850	0.059	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
851	0.059	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
852	0.064	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
853	0.058	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
854	0.068	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
855	0.073	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
856	0.061	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
857	0.069	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
858	0.063	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
859	0.056	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
860	0.058	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
861	0.06	BE	H	H	L	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
862	0.055	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
863	0.074	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
864	0.062	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
865	0.058	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
866	0.07	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
867	0.073	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
868	0.059	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
869	0.075	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
870	0.067	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
871	0.07	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
872	0.076	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
873	0.069	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
874	0.072	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
875	0.07	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
876	0.058	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
877	0.067	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
878	0.062	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
879	0.064	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
880	0.071	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
881	0.062	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
882	0.061	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
883	0.073	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
884	0.062	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
885	0.06	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
886	0.057	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
887	0.065	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
888	0.064	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
889	0.057	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
890	0.058	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
891	0.058	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
892	0.061	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
893	0.066	BE	H	H	H	SH12	DH4	6.03529403	9.487816444	133.5677962	25.07849131	9.064226025	535.3496555
894	0.089	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
895	0.083	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
896	0.083	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
897	0.094	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
898	0.072	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
899	0.09	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
900	0.058	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
901	0.078	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
902	0.08	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
903	0.076	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
904	0.088	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
905	0.071	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
906	0.08	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
907	0.082	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
908	0.094	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
909	0.087	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
910	0.071	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
911	0.076	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
912	0.077	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
913	0.09	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
914	0.09	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
915	0.082	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
916	0.093	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
917	0.084	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
918	0.089	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
919	0.082	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
920	0.081	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
921	0.083	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
922	0.095	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
923	0.07	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
924	0.078	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
925	0.076	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
926	0.081	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
927	0.081	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
928	0.086	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
929	0.081	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
930	0.074	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
931	0.08	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
932	0.084	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
933	0.077	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
934	0.085	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
935	0.073	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
936	0.079	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
937	0.076	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
938	0.076	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
939	0.081	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
940	0.06	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
941	0.095	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
942	0.063	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
943	0.077	AH	H	H	L	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
944	0.087	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
945	0.09	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
946	0.085	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
947	0.08	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
948	0.09	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
949	0.084	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
950	0.092	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
951	0.085	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
952	0.085	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
953	0.075	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
954	0.094	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
955	0.078	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
956	0.091	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
957	0.085	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
958	0.065	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
959	0.089	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
960	0.077	AH	H	H	H	SH7	DH2	32.18848213	20.03347293	236.100194	34.69815859	9.642277769	576.8695152
