animal	Length	Family	Sire	Dam	Salinity	SireID	DamID
1765	0.086	BI	L	H	H	SL7	DH6
1766	0.075	BI	L	H	H	SL7	DH6
1767	0.068	BI	L	H	H	SL7	DH6
1768	0.093	BI	L	H	H	SL7	DH6
1769	0.103	BI	L	H	H	SL7	DH6
1770	0.072	BI	L	H	H	SL7	DH6
1771	0.108	BI	L	H	H	SL7	DH6
1772	0.075	BI	L	H	H	SL7	DH6
1773	0.095	BI	L	H	H	SL7	DH6
1774	0.064	BI	L	H	H	SL7	DH6
1775	0.057	BI	L	H	H	SL7	DH6
1776	0.079	BI	L	H	H	SL7	DH6
1777	0.067	BI	L	H	H	SL7	DH6
1778	0.063	BI	L	H	H	SL7	DH6
1779	0.069	BI	L	H	H	SL7	DH6
1780	0.089	BI	L	H	H	SL7	DH6
1781	0.07	BI	L	H	H	SL7	DH6
1782	0.087	BI	L	H	H	SL7	DH6
1783	0.079	BI	L	H	H	SL7	DH6
1784	0.065	BI	L	H	H	SL7	DH6
1785	0.083	BI	L	H	H	SL7	DH6
1786	0.082	BI	L	H	H	SL7	DH6
1787	0.069	BI	L	H	H	SL7	DH6
1788	0.098	BI	L	H	H	SL7	DH6
1789	0.095	BI	L	H	H	SL7	DH6
1790	0.081	BI	L	H	H	SL7	DH6
1791	0.085	BI	L	H	H	SL7	DH6
1792	0.063	BI	L	H	H	SL7	DH6
1793	0.091	BI	L	H	H	SL7	DH6
1794	0.102	BI	L	H	H	SL7	DH6
2000	0.081	XC	L	H	H	VSL1	VDH3
2001	0.074	XC	L	H	H	VSL1	VDH3
2002	0.082	XC	L	H	H	VSL1	VDH3
2003	0.08	XC	L	H	H	VSL1	VDH3
2004	0.06	XC	L	H	H	VSL1	VDH3
2005	0.067	XC	L	H	H	VSL1	VDH3
2006	0.076	XC	L	H	H	VSL1	VDH3
2007	0.08	XC	L	H	H	VSL1	VDH3
2008	0.072	XC	L	H	H	VSL1	VDH3
2009	0.079	XC	L	H	H	VSL1	VDH3
2010	0.073	XC	L	H	H	VSL1	VDH3
2011	0.079	XC	L	H	H	VSL1	VDH3
2012	0.064	XC	L	H	H	VSL1	VDH3
2013	0.059	XC	L	H	H	VSL1	VDH3
2014	0.065	XC	L	H	H	VSL1	VDH3
2015	0.061	XC	L	H	H	VSL1	VDH3
2016	0.061	XC	L	H	H	VSL1	VDH3
2017	0.089	XC	L	H	H	VSL1	VDH3
2018	0.076	XC	L	H	H	VSL1	VDH3
2019	0.079	XC	L	H	H	VSL1	VDH3
2020	0.071	XC	L	H	H	VSL1	VDH3
2021	0.071	XC	L	H	H	VSL1	VDH3
2022	0.062	XC	L	H	H	VSL1	VDH3
2023	0.09	XC	L	H	H	VSL1	VDH3
2024	0.088	XC	L	H	H	VSL1	VDH3
2025	0.07	XC	L	H	H	VSL1	VDH3
2026	0.069	XC	L	H	H	VSL1	VDH3
2027	0.065	XC	L	H	H	VSL1	VDH3
2028	0.072	XC	L	H	H	VSL1	VDH3
2029	0.074	XC	L	H	H	VSL1	VDH3
2030	0.075	XC	L	H	H	VSL1	VDH3
2031	0.079	XC	L	H	H	VSL1	VDH3
2032	0.083	XC	L	H	H	VSL1	VDH3
2033	0.062	XC	L	H	H	VSL1	VDH3
2034	0.064	XC	L	H	H	VSL1	VDH3
2035	0.083	XC	L	H	H	VSL1	VDH3
2036	0.071	XC	L	H	H	VSL1	VDH3
2037	0.074	XC	L	H	H	VSL1	VDH3
2038	0.059	XG	H	H	H	VSH4	VDH3
2039	0.073	XG	H	H	H	VSH4	VDH3
2040	0.062	XG	H	H	H	VSH4	VDH3
2041	0.071	XG	H	H	H	VSH4	VDH3
2042	0.08	XG	H	H	H	VSH4	VDH3
2043	0.087	XG	H	H	H	VSH4	VDH3
2044	0.065	XG	H	H	H	VSH4	VDH3
2045	0.067	XG	H	H	H	VSH4	VDH3
2046	0.081	XG	H	H	H	VSH4	VDH3
2047	0.07	XG	H	H	H	VSH4	VDH3
2048	0.071	XG	H	H	H	VSH4	VDH3
2049	0.068	XG	H	H	H	VSH4	VDH3
2050	0.057	XG	H	H	H	VSH4	VDH3
2051	0.078	XG	H	H	H	VSH4	VDH3
2052	0.08	XG	H	H	H	VSH4	VDH3
2053	0.06	XG	H	H	H	VSH4	VDH3
2054	0.077	XG	H	H	H	VSH4	VDH3
2055	0.068	XG	H	H	H	VSH4	VDH3
2056	0.065	XG	H	H	H	VSH4	VDH3
2057	0.088	XG	H	H	H	VSH4	VDH3
2058	0.081	XG	H	H	H	VSH4	VDH3
2059	0.09	XG	H	H	H	VSH4	VDH3
2060	0.082	XG	H	H	H	VSH4	VDH3
2061	0.063	XG	H	H	H	VSH4	VDH3
2062	0.081	XG	H	H	H	VSH4	VDH3
2063	0.077	XG	H	H	H	VSH4	VDH3
2064	0.072	XG	H	H	H	VSH4	VDH3
2065	0.074	XG	H	H	H	VSH4	VDH3
2066	0.078	XG	H	H	H	VSH4	VDH3
2067	0.067	XG	H	H	H	VSH4	VDH3
2068	0.102	XH	H	H	H	VSH4	VDH4
2069	0.078	XH	H	H	H	VSH4	VDH4
2070	0.067	XH	H	H	H	VSH4	VDH4
2071	0.075	XH	H	H	H	VSH4	VDH4
2072	0.078	XH	H	H	H	VSH4	VDH4
2073	0.085	XH	H	H	H	VSH4	VDH4
2074	0.088	XH	H	H	H	VSH4	VDH4
2075	0.083	XH	H	H	H	VSH4	VDH4
2076	0.079	XH	H	H	H	VSH4	VDH4
2077	0.095	XH	H	H	H	VSH4	VDH4
2078	0.076	XH	H	H	H	VSH4	VDH4
2079	0.067	XH	H	H	H	VSH4	VDH4
2080	0.068	XH	H	H	H	VSH4	VDH4
2081	0.09	XH	H	H	H	VSH4	VDH4
2082	0.069	XH	H	H	H	VSH4	VDH4
2083	0.065	XH	H	H	H	VSH4	VDH4
2084	0.073	XH	H	H	H	VSH4	VDH4
2085	0.077	XH	H	H	H	VSH4	VDH4
2086	0.085	XH	H	H	H	VSH4	VDH4
2087	0.088	XH	H	H	H	VSH4	VDH4
2088	0.077	XH	H	H	H	VSH4	VDH4
2089	0.086	XH	H	H	H	VSH4	VDH4
2090	0.05	XH	H	H	H	VSH4	VDH4
2091	0.064	YL	H	L	L	VSH26	VDL21
2092	0.066	YL	H	L	L	VSH26	VDL21
2093	0.08	YL	H	L	L	VSH26	VDL21
2094	0.076	YL	H	L	L	VSH26	VDL21
2095	0.082	YL	H	L	L	VSH26	VDL21
2096	0.077	YL	H	L	L	VSH26	VDL21
2097	0.068	YL	H	L	L	VSH26	VDL21
2098	0.064	YL	H	L	L	VSH26	VDL21
2099	0.053	YL	H	L	L	VSH26	VDL21
2100	0.074	YL	H	L	L	VSH26	VDL21
2101	0.083	YL	H	L	L	VSH26	VDL21
2102	0.067	YL	H	L	L	VSH26	VDL21
2103	0.072	YL	H	L	L	VSH26	VDL21
2104	0.088	YL	H	L	L	VSH26	VDL21
2105	0.088	YL	H	L	L	VSH26	VDL21
2106	0.077	YL	H	L	L	VSH26	VDL21
2107	0.085	YL	H	L	H	VSH26	VDL21
2108	0.084	YL	H	L	H	VSH26	VDL21
2109	0.078	YL	H	L	H	VSH26	VDL21
2110	0.079	YL	H	L	H	VSH26	VDL21
2111	0.086	YL	H	L	H	VSH26	VDL21
2112	0.071	YL	H	L	H	VSH26	VDL21
2113	0.062	YL	H	L	H	VSH26	VDL21
2114	0.079	YL	H	L	H	VSH26	VDL21
2115	0.094	YL	H	L	H	VSH26	VDL21
2116	0.081	YL	H	L	H	VSH26	VDL21
2117	0.082	YL	H	L	H	VSH26	VDL21
2118	0.098	YL	H	L	H	VSH26	VDL21
2119	0.055	YL	H	L	H	VSH26	VDL21
2120	0.08	YL	H	L	H	VSH26	VDL21
2121	0.065	YL	H	L	H	VSH26	VDL21
2122	0.079	YL	H	L	H	VSH26	VDL21
2123	0.084	YL	H	L	H	VSH26	VDL21
2124	0.063	YL	H	L	H	VSH26	VDL21
2125	0.084	YL	H	L	H	VSH26	VDL21
2126	0.066	YL	H	L	H	VSH26	VDL21
2127	0.058	YL	H	L	H	VSH26	VDL21
2128	0.056	YL	H	L	H	VSH26	VDL21
2129	0.084	YL	H	L	H	VSH26	VDL21
2130	0.073	YL	H	L	H	VSH26	VDL21
2131	0.073	YL	H	L	H	VSH26	VDL21
2132	0.069	YL	H	L	H	VSH26	VDL21
2133	0.087	YL	H	L	H	VSH26	VDL21
2134	0.084	YL	H	L	H	VSH26	VDL21
2135	0.086	YL	H	L	H	VSH26	VDL21
2136	0.079	YL	H	L	H	VSH26	VDL21
2137	0.091	YL	H	L	H	VSH26	VDL21
2138	0.057	YL	H	L	H	VSH26	VDL21
2139	0.077	YL	H	L	H	VSH26	VDL21
2140	0.089	YL	H	L	H	VSH26	VDL21
2141	0.077	YL	H	L	H	VSH26	VDL21
2142	0.087	YL	H	L	H	VSH26	VDL21
2143	0.087	YL	H	L	H	VSH26	VDL21
2144	0.076	YL	H	L	H	VSH26	VDL21
2145	0.07	YM	H	H	L	VSH26	VDH28
2146	0.068	YM	H	H	L	VSH26	VDH28
2147	0.077	YM	H	H	L	VSH26	VDH28
2148	0.077	YM	H	H	L	VSH26	VDH28
2149	0.06	YM	H	H	L	VSH26	VDH28
2150	0.081	YM	H	H	L	VSH26	VDH28
2151	0.068	YM	H	H	L	VSH26	VDH28
2152	0.071	YM	H	H	L	VSH26	VDH28
2153	0.087	YM	H	H	L	VSH26	VDH28
2154	0.054	YM	H	H	L	VSH26	VDH28
2155	0.064	YM	H	H	L	VSH26	VDH28
2156	0.074	YM	H	H	L	VSH26	VDH28
2157	0.067	YM	H	H	L	VSH26	VDH28
2158	0.065	YM	H	H	L	VSH26	VDH28
2159	0.07	YM	H	H	L	VSH26	VDH28
2160	0.08	YM	H	H	L	VSH26	VDH28
2161	0.061	YM	H	H	L	VSH26	VDH28
2162	0.071	YM	H	H	L	VSH26	VDH28
2163	0.072	YM	H	H	L	VSH26	VDH28
2164	0.07	YM	H	H	L	VSH26	VDH28
2165	0.056	YM	H	H	L	VSH26	VDH28
2166	0.062	YM	H	H	L	VSH26	VDH28
2167	0.074	YM	H	H	L	VSH26	VDH28
2168	0.07	YM	H	H	L	VSH26	VDH28
2169	0.071	YM	H	H	L	VSH26	VDH28
2170	0.082	YM	H	H	L	VSH26	VDH28
2171	0.064	YM	H	H	L	VSH26	VDH28
2172	0.059	YM	H	H	L	VSH26	VDH28
2173	0.067	YM	H	H	L	VSH26	VDH28
2174	0.054	YM	H	H	L	VSH26	VDH28
2175	0.079	YM	H	H	L	VSH26	VDH28
2176	0.069	YM	H	H	L	VSH26	VDH28
2177	0.071	YM	H	H	L	VSH26	VDH28
2178	0.077	YM	H	H	L	VSH26	VDH28
2179	0.065	YM	H	H	L	VSH26	VDH28
2180	0.076	YM	H	H	L	VSH26	VDH28
2181	0.073	YM	H	H	L	VSH26	VDH28
2182	0.074	YM	H	H	L	VSH26	VDH28
2183	0.074	YM	H	H	L	VSH26	VDH28
2184	0.052	YM	H	H	L	VSH26	VDH28
2185	0.081	YM	H	H	L	VSH26	VDH28
2186	0.066	YM	H	H	L	VSH26	VDH28
2187	0.061	YM	H	H	L	VSH26	VDH28
2188	0.067	YM	H	H	L	VSH26	VDH28
2189	0.057	YM	H	H	L	VSH26	VDH28
2190	0.062	YM	H	H	L	VSH26	VDH28
2191	0.065	YM	H	H	H	VSH26	VDH28
2192	0.054	YM	H	H	H	VSH26	VDH28
2193	0.049	YM	H	H	H	VSH26	VDH28
2194	0.068	YM	H	H	H	VSH26	VDH28
2195	0.061	YM	H	H	H	VSH26	VDH28
2196	0.066	YM	H	H	H	VSH26	VDH28
2197	0.071	YM	H	H	H	VSH26	VDH28
2198	0.06	YM	H	H	H	VSH26	VDH28
2199	0.067	YM	H	H	H	VSH26	VDH28
2200	0.061	YM	H	H	H	VSH26	VDH28
2201	0.072	YM	H	H	H	VSH26	VDH28
2202	0.067	YM	H	H	H	VSH26	VDH28
2203	0.061	YM	H	H	H	VSH26	VDH28
2204	0.062	YM	H	H	H	VSH26	VDH28
2205	0.075	YM	H	H	H	VSH26	VDH28
2206	0.053	YM	H	H	H	VSH26	VDH28
2207	0.065	YM	H	H	H	VSH26	VDH28
2208	0.075	YM	H	H	H	VSH26	VDH28
2209	0.063	YM	H	H	H	VSH26	VDH28
2210	0.071	YM	H	H	H	VSH26	VDH28
2211	0.062	YM	H	H	H	VSH26	VDH28
2212	0.072	YM	H	H	H	VSH26	VDH28
2213	0.071	YM	H	H	H	VSH26	VDH28
2214	0.06	YM	H	H	H	VSH26	VDH28
2215	0.063	YM	H	H	H	VSH26	VDH28
2216	0.062	YM	H	H	H	VSH26	VDH28
2217	0.079	YM	H	H	H	VSH26	VDH28
2218	0.066	YM	H	H	H	VSH26	VDH28
2219	0.051	YM	H	H	H	VSH26	VDH28
2220	0.082	YM	H	H	H	VSH26	VDH28
2221	0.059	YM	H	H	H	VSH26	VDH28
2222	0.067	YN	H	H	L	VSH26	VDH29
2223	0.055	YN	H	H	L	VSH26	VDH29
2224	0.065	YN	H	H	L	VSH26	VDH29
2225	0.083	YN	H	H	L	VSH26	VDH29
2226	0.072	YN	H	H	L	VSH26	VDH29
2227	0.066	YN	H	H	L	VSH26	VDH29
2228	0.067	YN	H	H	L	VSH26	VDH29
2229	0.074	YN	H	H	L	VSH26	VDH29
2230	0.081	YN	H	H	L	VSH26	VDH29
2231	0.079	YN	H	H	L	VSH26	VDH29
2232	0.062	YN	H	H	L	VSH26	VDH29
2233	0.062	YN	H	H	L	VSH26	VDH29
2234	0.072	YN	H	H	L	VSH26	VDH29
2235	0.081	YN	H	H	L	VSH26	VDH29
2236	0.071	YN	H	H	L	VSH26	VDH29
2237	0.073	YN	H	H	L	VSH26	VDH29
2238	0.062	YN	H	H	L	VSH26	VDH29
2239	0.076	YN	H	H	L	VSH26	VDH29
2240	0.064	YN	H	H	L	VSH26	VDH29
2241	0.08	YN	H	H	L	VSH26	VDH29
2242	0.081	YN	H	H	L	VSH26	VDH29
2243	0.074	YN	H	H	L	VSH26	VDH29
2244	0.078	YN	H	H	L	VSH26	VDH29
2245	0.051	YN	H	H	L	VSH26	VDH29
2246	0.068	YN	H	H	L	VSH26	VDH29
2247	0.056	YN	H	H	L	VSH26	VDH29
2248	0.069	YN	H	H	L	VSH26	VDH29
2249	0.055	YN	H	H	L	VSH26	VDH29
2250	0.071	YN	H	H	L	VSH26	VDH29
2251	0.062	YN	H	H	L	VSH26	VDH29
2252	0.071	YN	H	H	L	VSH26	VDH29
2253	0.061	YN	H	H	L	VSH26	VDH29
2254	0.073	YN	H	H	L	VSH26	VDH29
2255	0.093	YN	H	H	L	VSH26	VDH29
2256	0.067	YN	H	H	L	VSH26	VDH29
2257	0.076	YN	H	H	L	VSH26	VDH29
2258	0.072	YN	H	H	L	VSH26	VDH29
2259	0.06	YN	H	H	L	VSH26	VDH29
2260	0.068	YN	H	H	L	VSH26	VDH29
2261	0.072	YN	H	H	L	VSH26	VDH29
2262	0.07	YN	H	H	L	VSH26	VDH29
2263	0.074	YN	H	H	L	VSH26	VDH29
2264	0.067	YN	H	H	L	VSH26	VDH29
2265	0.077	YN	H	H	L	VSH26	VDH29
2266	0.056	YN	H	H	L	VSH26	VDH29
2267	0.072	YN	H	H	L	VSH26	VDH29
2268	0.066	YN	H	H	L	VSH26	VDH29
2269	0.075	YN	H	H	H	VSH26	VDH29
2270	0.099	YN	H	H	H	VSH26	VDH29
2271	0.104	YN	H	H	H	VSH26	VDH29
2272	0.07	YN	H	H	H	VSH26	VDH29
2273	0.084	YN	H	H	H	VSH26	VDH29
2274	0.093	YN	H	H	H	VSH26	VDH29
2275	0.08	YN	H	H	H	VSH26	VDH29
2276	0.084	YN	H	H	H	VSH26	VDH29
2277	0.079	YN	H	H	H	VSH26	VDH29
2278	0.085	YN	H	H	H	VSH26	VDH29
2279	0.087	YN	H	H	H	VSH26	VDH29
2280	0.095	YN	H	H	H	VSH26	VDH29
2281	0.085	YN	H	H	H	VSH26	VDH29
2282	0.066	YN	H	H	H	VSH26	VDH29
2283	0.083	YN	H	H	H	VSH26	VDH29
2284	0.08	YN	H	H	H	VSH26	VDH29
2285	0.09	YN	H	H	H	VSH26	VDH29
2286	0.068	YN	H	H	H	VSH26	VDH29
2287	0.073	YN	H	H	H	VSH26	VDH29
2288	0.07	YN	H	H	H	VSH26	VDH29
2289	0.078	YN	H	H	H	VSH26	VDH29
2290	0.081	YN	H	H	H	VSH26	VDH29
2291	0.082	YN	H	H	H	VSH26	VDH29
2292	0.087	YN	H	H	H	VSH26	VDH29
2293	0.096	YN	H	H	H	VSH26	VDH29
2294	0.097	YN	H	H	H	VSH26	VDH29
2295	0.088	YN	H	H	H	VSH26	VDH29
2296	0.091	YN	H	H	H	VSH26	VDH29
2297	0.092	YN	H	H	H	VSH26	VDH29
2298	0.087	YN	H	H	H	VSH26	VDH29
2299	0.075	YN	H	H	H	VSH26	VDH29
2300	0.1	YN	H	H	H	VSH26	VDH29
2301	0.076	YN	H	H	H	VSH26	VDH29
2302	0.058	YN	H	H	H	VSH26	VDH29
2303	0.05	YO	L	L	L	VSL29	VDL26
2304	0.064	YO	L	L	L	VSL29	VDL26
2305	0.073	YO	L	L	L	VSL29	VDL26
2306	0.055	YO	L	L	L	VSL29	VDL26
2307	0.078	YO	L	L	L	VSL29	VDL26
2308	0.063	YO	L	L	L	VSL29	VDL26
2309	0.066	YO	L	L	L	VSL29	VDL26
2310	0.059	YO	L	L	L	VSL29	VDL26
2311	0.071	YO	L	L	L	VSL29	VDL26
2312	0.068	YO	L	L	L	VSL29	VDL26
2313	0.051	YO	L	L	L	VSL29	VDL26
2314	0.062	YO	L	L	L	VSL29	VDL26
2315	0.069	YO	L	L	L	VSL29	VDL26
2316	0.088	YO	L	L	H	VSL29	VDL26
2317	0.077	YO	L	L	H	VSL29	VDL26
2318	0.072	YO	L	L	H	VSL29	VDL26
2319	0.082	YO	L	L	H	VSL29	VDL26
2320	0.082	YO	L	L	H	VSL29	VDL26
2321	0.076	YO	L	L	H	VSL29	VDL26
2322	0.083	YO	L	L	H	VSL29	VDL26
2323	0.065	YO	L	L	H	VSL29	VDL26
2324	0.077	YO	L	L	H	VSL29	VDL26
2325	0.089	YO	L	L	H	VSL29	VDL26
2326	0.064	YO	L	L	H	VSL29	VDL26
2327	0.088	YO	L	L	H	VSL29	VDL26
2328	0.073	YO	L	L	H	VSL29	VDL26
2329	0.07	YO	L	L	H	VSL29	VDL26
2330	0.084	YO	L	L	H	VSL29	VDL26
2331	0.088	YO	L	L	H	VSL29	VDL26
2332	0.087	YO	L	L	H	VSL29	VDL26
2333	0.07	YO	L	L	H	VSL29	VDL26
2334	0.061	YO	L	L	H	VSL29	VDL26
2335	0.072	YO	L	L	H	VSL29	VDL26
2336	0.061	YO	L	L	H	VSL29	VDL26
2337	0.069	YO	L	L	H	VSL29	VDL26
2338	0.073	YO	L	L	H	VSL29	VDL26
2339	0.068	YO	L	L	H	VSL29	VDL26
2340	0.068	YO	L	L	H	VSL29	VDL26
2341	0.078	YO	L	L	H	VSL29	VDL26
2342	0.088	YO	L	L	H	VSL29	VDL26
2343	0.085	YO	L	L	H	VSL29	VDL26
2344	0.057	YO	L	L	H	VSL29	VDL26
2345	0.08	YO	L	L	H	VSL29	VDL26
2346	0.05	YO	L	L	H	VSL29	VDL26
2347	0.067	YO	L	L	H	VSL29	VDL26
2348	0.055	YO	L	L	H	VSL29	VDL26
2349	0.083	YO	L	L	H	VSL29	VDL26
2350	0.075	YO	L	L	H	VSL29	VDL26
2351	0.062	YO	L	L	H	VSL29	VDL26
2352	0.073	YO	L	L	H	VSL29	VDL26
2353	0.083	YQ	L	H	L	VSL29	VDH28
2354	0.081	YQ	L	H	L	VSL29	VDH28
2355	0.087	YQ	L	H	L	VSL29	VDH28
2356	0.078	YQ	L	H	L	VSL29	VDH28
2357	0.09	YQ	L	H	L	VSL29	VDH28
2358	0.071	YQ	L	H	L	VSL29	VDH28
2359	0.109	YQ	L	H	L	VSL29	VDH28
2360	0.079	YQ	L	H	L	VSL29	VDH28
2361	0.092	YQ	L	H	L	VSL29	VDH28
2362	0.064	YQ	L	H	L	VSL29	VDH28
2363	0.1	YQ	L	H	L	VSL29	VDH28
2364	0.078	YQ	L	H	L	VSL29	VDH28
2365	0.084	YQ	L	H	L	VSL29	VDH28
2366	0.079	YQ	L	H	L	VSL29	VDH28
2367	0.099	YQ	L	H	L	VSL29	VDH28
2368	0.08	YQ	L	H	L	VSL29	VDH28
2369	0.087	YQ	L	H	L	VSL29	VDH28
2370	0.089	YQ	L	H	L	VSL29	VDH28
2371	0.09	YQ	L	H	L	VSL29	VDH28
2372	0.075	YQ	L	H	L	VSL29	VDH28
2373	0.099	YQ	L	H	L	VSL29	VDH28
2374	0.07	YQ	L	H	L	VSL29	VDH28
2375	0.084	YQ	L	H	L	VSL29	VDH28
2376	0.085	YQ	L	H	L	VSL29	VDH28
2377	0.081	YQ	L	H	L	VSL29	VDH28
2378	0.094	YQ	L	H	L	VSL29	VDH28
2379	0.084	YQ	L	H	L	VSL29	VDH28
2380	0.098	YQ	L	H	L	VSL29	VDH28
2381	0.071	YQ	L	H	L	VSL29	VDH28
2382	0.086	YQ	L	H	L	VSL29	VDH28
2383	0.08	YQ	L	H	L	VSL29	VDH28
2384	0.064	YQ	L	H	L	VSL29	VDH28
2385	0.09	YQ	L	H	L	VSL29	VDH28
2386	0.088	YQ	L	H	L	VSL29	VDH28
2387	0.074	YQ	L	H	L	VSL29	VDH28
2388	0.07	YQ	L	H	L	VSL29	VDH28
2389	0.079	YQ	L	H	L	VSL29	VDH28
2390	0.074	YQ	L	H	L	VSL29	VDH28
2391	0.076	YQ	L	H	L	VSL29	VDH28
2392	0.09	YQ	L	H	L	VSL29	VDH28
2393	0.08	YQ	L	H	L	VSL29	VDH28
2394	0.09	YQ	L	H	L	VSL29	VDH28
2395	0.078	YQ	L	H	L	VSL29	VDH28
2396	0.092	YQ	L	H	L	VSL29	VDH28
2397	0.076	YQ	L	H	H	VSL29	VDH28
2398	0.078	YQ	L	H	H	VSL29	VDH28
2399	0.078	YQ	L	H	H	VSL29	VDH28
2400	0.07	YQ	L	H	H	VSL29	VDH28
2401	0.065	YQ	L	H	H	VSL29	VDH28
2402	0.073	YQ	L	H	H	VSL29	VDH28
2403	0.084	YQ	L	H	H	VSL29	VDH28
2404	0.083	YQ	L	H	H	VSL29	VDH28
2405	0.078	YQ	L	H	H	VSL29	VDH28
2406	0.086	YQ	L	H	H	VSL29	VDH28
2407	0.074	YQ	L	H	H	VSL29	VDH28
2408	0.089	YQ	L	H	H	VSL29	VDH28
2409	0.062	YQ	L	H	H	VSL29	VDH28
2410	0.066	YQ	L	H	H	VSL29	VDH28
2411	0.086	YQ	L	H	H	VSL29	VDH28
2412	0.072	YQ	L	H	H	VSL29	VDH28
2413	0.081	YQ	L	H	H	VSL29	VDH28
2414	0.07	YQ	L	H	H	VSL29	VDH28
2415	0.075	YQ	L	H	H	VSL29	VDH28
2416	0.09	YQ	L	H	H	VSL29	VDH28
2417	0.07	YQ	L	H	H	VSL29	VDH28
2418	0.083	YQ	L	H	H	VSL29	VDH28
2419	0.081	YQ	L	H	H	VSL29	VDH28
2420	0.067	YQ	L	H	H	VSL29	VDH28
2421	0.069	YQ	L	H	H	VSL29	VDH28
2422	0.067	YQ	L	H	H	VSL29	VDH28
2423	0.074	YQ	L	H	H	VSL29	VDH28
2424	0.074	YQ	L	H	H	VSL29	VDH28
2425	0.075	YQ	L	H	H	VSL29	VDH28
2426	0.073	YQ	L	H	H	VSL29	VDH28
2427	0.06	YQ	L	H	H	VSL29	VDH28
2428	0.069	YQ	L	H	H	VSL29	VDH28
2429	0.078	YQ	L	H	H	VSL29	VDH28
2430	0.069	YQ	L	H	H	VSL29	VDH28
2431	0.08	YQ	L	H	H	VSL29	VDH28
2432	0.087	YQ	L	H	H	VSL29	VDH28
2433	0.072	YQ	L	H	H	VSL29	VDH28
2434	0.068	YQ	L	H	H	VSL29	VDH28
2435	0.077	YQ	L	H	H	VSL29	VDH28
2436	0.078	YQ	L	H	H	VSL29	VDH28
2437	0.068	YQ	L	H	H	VSL29	VDH28
2438	0.064	YQ	L	H	H	VSL29	VDH28
2439	0.077	YQ	L	H	H	VSL29	VDH28
2440	0.069	YQ	L	H	H	VSL29	VDH28
2441	0.06	YQ	L	H	H	VSL29	VDH28
2442	0.071	YQ	L	H	H	VSL29	VDH28
2443	0.07	YQ	L	H	H	VSL29	VDH28
2444	0.099	YR	L	H	L	VSL29	VDH29
2445	0.105	YR	L	H	L	VSL29	VDH29
2446	0.106	YR	L	H	L	VSL29	VDH29
2447	0.102	YR	L	H	L	VSL29	VDH29
2448	0.11	YR	L	H	L	VSL29	VDH29
2449	0.099	YR	L	H	L	VSL29	VDH29
2450	0.106	YR	L	H	L	VSL29	VDH29
2451	0.075	YR	L	H	L	VSL29	VDH29
2452	0.075	YR	L	H	L	VSL29	VDH29
2453	0.073	YR	L	H	L	VSL29	VDH29
2454	0.085	YR	L	H	L	VSL29	VDH29
2455	0.107	YR	L	H	L	VSL29	VDH29
2456	0.094	YR	L	H	L	VSL29	VDH29
2457	0.055	YR	L	H	L	VSL29	VDH29
2458	0.078	YR	L	H	L	VSL29	VDH29
2459	0.091	YR	L	H	L	VSL29	VDH29
2460	0.091	YR	L	H	L	VSL29	VDH29
2461	0.097	YR	L	H	L	VSL29	VDH29
2462	0.059	YR	L	H	L	VSL29	VDH29
2463	0.098	YR	L	H	L	VSL29	VDH29
2464	0.102	YR	L	H	L	VSL29	VDH29
2465	0.103	YR	L	H	L	VSL29	VDH29
2466	0.088	YR	L	H	L	VSL29	VDH29
2467	0.088	YR	L	H	L	VSL29	VDH29
2468	0.1	YR	L	H	L	VSL29	VDH29
2469	0.074	YR	L	H	L	VSL29	VDH29
2470	0.091	YR	L	H	L	VSL29	VDH29
2471	0.111	YR	L	H	L	VSL29	VDH29
2472	0.088	YR	L	H	L	VSL29	VDH29
2473	0.093	YR	L	H	L	VSL29	VDH29
2474	0.093	YR	L	H	L	VSL29	VDH29
2475	0.1	YR	L	H	L	VSL29	VDH29
2476	0.096	YR	L	H	L	VSL29	VDH29
2477	0.088	YR	L	H	L	VSL29	VDH29
2478	0.122	YR	L	H	L	VSL29	VDH29
2479	0.095	YR	L	H	L	VSL29	VDH29
2480	0.082	YR	L	H	L	VSL29	VDH29
2481	0.099	YR	L	H	L	VSL29	VDH29
2482	0.076	YR	L	H	L	VSL29	VDH29
2483	0.084	YR	L	H	L	VSL29	VDH29
2484	0.077	YR	L	H	L	VSL29	VDH29
2485	0.105	YR	L	H	L	VSL29	VDH29
2486	0.092	YR	L	H	L	VSL29	VDH29
2487	0.103	YR	L	H	L	VSL29	VDH29
2488	0.076	YR	L	H	L	VSL29	VDH29
2489	0.078	YR	L	H	H	VSL29	VDH29
2490	0.091	YR	L	H	H	VSL29	VDH29
2491	0.089	YR	L	H	H	VSL29	VDH29
2492	0.077	YR	L	H	H	VSL29	VDH29
2493	0.092	YR	L	H	H	VSL29	VDH29
2494	0.094	YR	L	H	H	VSL29	VDH29
2495	0.085	YR	L	H	H	VSL29	VDH29
2496	0.085	YR	L	H	H	VSL29	VDH29
2497	0.102	YR	L	H	H	VSL29	VDH29
2498	0.103	YR	L	H	H	VSL29	VDH29
2499	0.105	YR	L	H	H	VSL29	VDH29
2500	0.091	YR	L	H	H	VSL29	VDH29
2501	0.083	YR	L	H	H	VSL29	VDH29
2502	0.09	YR	L	H	H	VSL29	VDH29
2503	0.082	YR	L	H	H	VSL29	VDH29
2504	0.103	YR	L	H	H	VSL29	VDH29
2505	0.099	YR	L	H	H	VSL29	VDH29
