animal	Length	Family	Sire	Dam	Salinity	SireID	DamID
600	0.065	BA	L	H	L	SL6	DH4
601	0.066	BA	L	H	L	SL6	DH4
602	0.055	BA	L	H	L	SL6	DH4
603	0.069	BA	L	H	L	SL6	DH4
604	0.06	BA	L	H	L	SL6	DH4
605	0.111	BA	L	H	L	SL6	DH4
606	0.058	BA	L	H	L	SL6	DH4
607	0.056	BA	L	H	L	SL6	DH4
608	0.07	BA	L	H	L	SL6	DH4
609	0.057	BA	L	H	L	SL6	DH4
610	0.064	BA	L	H	L	SL6	DH4
611	0.075	BA	L	H	L	SL6	DH4
612	0.066	BA	L	H	L	SL6	DH4
613	0.054	BA	L	H	L	SL6	DH4
614	0.072	BA	L	H	L	SL6	DH4
615	0.066	BA	L	H	L	SL6	DH4
616	0.058	BA	L	H	H	SL6	DH4
617	0.061	BA	L	H	H	SL6	DH4
618	0.055	BA	L	H	H	SL6	DH4
619	0.054	BA	L	H	H	SL6	DH4
620	0.059	BA	L	H	H	SL6	DH4
621	0.054	BA	L	H	H	SL6	DH4
622	0.059	BA	L	H	H	SL6	DH4
623	0.062	BA	L	H	H	SL6	DH4
624	0.059	BA	L	H	H	SL6	DH4
625	0.057	BA	L	H	H	SL6	DH4
626	0.062	BA	L	H	H	SL6	DH4
627	0.056	BA	L	H	H	SL6	DH4
628	0.052	BA	L	H	H	SL6	DH4
629	0.056	BA	L	H	H	SL6	DH4
630	0.069	BA	L	H	H	SL6	DH4
631	0.061	BA	L	H	H	SL6	DH4
632	0.058	BA	L	H	H	SL6	DH4
633	0.065	BA	L	H	H	SL6	DH4
634	0.065	BA	L	H	H	SL6	DH4
635	0.055	BA	L	H	H	SL6	DH4
636	0.051	BA	L	H	H	SL6	DH4
637	0.052	BA	L	H	H	SL6	DH4
638	0.069	BA	L	H	H	SL6	DH4
639	0.061	BA	L	H	H	SL6	DH4
640	0.072	BA	L	H	H	SL6	DH4
641	0.071	BA	L	H	H	SL6	DH4
642	0.058	BA	L	H	H	SL6	DH4
643	0.049	BA	L	H	H	SL6	DH4
644	0.074	BA	L	H	H	SL6	DH4
645	0.056	BA	L	H	H	SL6	DH4
646	0.112	BB	L	H	L	SL6	DH5
647	0.095	BB	L	H	L	SL6	DH5
648	0.055	BB	L	H	L	SL6	DH5
649	0.065	BB	L	H	L	SL6	DH5
650	0.066	BB	L	H	L	SL6	DH5
651	0.055	BB	L	H	L	SL6	DH5
652	0.069	BB	L	H	L	SL6	DH5
653	0.06	BB	L	H	L	SL6	DH5
654	0.111	BB	L	H	L	SL6	DH5
655	0.058	BB	L	H	L	SL6	DH5
656	0.056	BB	L	H	L	SL6	DH5
657	0.07	BB	L	H	L	SL6	DH5
658	0.057	BB	L	H	L	SL6	DH5
659	0.064	BB	L	H	L	SL6	DH5
660	0.075	BB	L	H	L	SL6	DH5
661	0.066	BB	L	H	L	SL6	DH5
662	0.054	BB	L	H	L	SL6	DH5
663	0.072	BB	L	H	L	SL6	DH5
664	0.066	BB	L	H	L	SL6	DH5
665	0.058	BB	L	H	H	SL6	DH5
666	0.061	BB	L	H	H	SL6	DH5
667	0.055	BB	L	H	H	SL6	DH5
668	0.054	BB	L	H	H	SL6	DH5
669	0.059	BB	L	H	H	SL6	DH5
670	0.054	BB	L	H	H	SL6	DH5
671	0.059	BB	L	H	H	SL6	DH5
672	0.062	BB	L	H	H	SL6	DH5
673	0.059	BB	L	H	H	SL6	DH5
674	0.057	BB	L	H	H	SL6	DH5
675	0.062	BB	L	H	H	SL6	DH5
676	0.056	BB	L	H	H	SL6	DH5
677	0.052	BB	L	H	H	SL6	DH5
678	0.056	BB	L	H	H	SL6	DH5
679	0.069	BB	L	H	H	SL6	DH5
680	0.061	BB	L	H	H	SL6	DH5
681	0.058	BB	L	H	H	SL6	DH5
682	0.065	BB	L	H	H	SL6	DH5
683	0.065	BB	L	H	H	SL6	DH5
684	0.055	BB	L	H	H	SL6	DH5
685	0.051	BB	L	H	H	SL6	DH5
686	0.052	BB	L	H	H	SL6	DH5
687	0.069	BB	L	H	H	SL6	DH5
688	0.061	BB	L	H	H	SL6	DH5
689	0.072	BB	L	H	H	SL6	DH5
690	0.071	BB	L	H	H	SL6	DH5
691	0.058	BB	L	H	H	SL6	DH5
692	0.049	BB	L	H	H	SL6	DH5
693	0.074	BB	L	H	H	SL6	DH5
694	0.056	BB	L	H	H	SL6	DH5
695	0.086	BC	H	L	L	SH12	DL8
696	0.064	BC	H	L	L	SH12	DL8
697	0.058	BC	H	L	L	SH12	DL8
698	0.084	BC	H	L	L	SH12	DL8
699	0.071	BC	H	L	L	SH12	DL8
700	0.082	BC	H	L	L	SH12	DL8
701	0.07	BC	H	L	L	SH12	DL8
702	0.077	BC	H	L	L	SH12	DL8
703	0.068	BC	H	L	L	SH12	DL8
704	0.078	BC	H	L	L	SH12	DL8
705	0.069	BC	H	L	L	SH12	DL8
706	0.076	BC	H	L	L	SH12	DL8
707	0.075	BC	H	L	L	SH12	DL8
708	0.083	BC	H	L	L	SH12	DL8
709	0.068	BC	H	L	L	SH12	DL8
710	0.067	BC	H	L	L	SH12	DL8
711	0.061	BC	H	L	L	SH12	DL8
712	0.073	BC	H	L	L	SH12	DL8
713	0.079	BC	H	L	L	SH12	DL8
714	0.07	BC	H	L	L	SH12	DL8
715	0.058	BC	H	L	L	SH12	DL8
716	0.062	BC	H	L	L	SH12	DL8
717	0.073	BC	H	L	L	SH12	DL8
718	0.09	BC	H	L	L	SH12	DL8
719	0.086	BC	H	L	L	SH12	DL8
720	0.08	BC	H	L	L	SH12	DL8
721	0.071	BC	H	L	L	SH12	DL8
722	0.063	BC	H	L	L	SH12	DL8
723	0.05	BC	H	L	L	SH12	DL8
724	0.071	BC	H	L	L	SH12	DL8
725	0.06	BC	H	L	L	SH12	DL8
726	0.075	BC	H	L	L	SH12	DL8
727	0.065	BC	H	L	L	SH12	DL8
728	0.063	BC	H	L	L	SH12	DL8
729	0.058	BC	H	L	L	SH12	DL8
730	0.071	BC	H	L	L	SH12	DL8
731	0.065	BC	H	L	L	SH12	DL8
732	0.067	BC	H	L	L	SH12	DL8
733	0.09	BC	H	L	L	SH12	DL8
734	0.072	BC	H	L	L	SH12	DL8
735	0.07	BC	H	L	L	SH12	DL8
736	0.072	BC	H	L	L	SH12	DL8
737	0.075	BC	H	L	L	SH12	DL8
738	0.074	BC	H	L	L	SH12	DL8
739	0.074	BC	H	L	L	SH12	DL8
740	0.062	BC	H	L	L	SH12	DL8
741	0.067	BC	H	L	L	SH12	DL8
742	0.068	BD	H	L	L	SH12	DL9
743	0.06	BD	H	L	L	SH12	DL9
744	0.054	BD	H	L	L	SH12	DL9
745	0.062	BD	H	L	L	SH12	DL9
746	0.065	BD	H	L	L	SH12	DL9
747	0.066	BD	H	L	L	SH12	DL9
748	0.073	BD	H	L	L	SH12	DL9
749	0.063	BD	H	L	L	SH12	DL9
750	0.052	BD	H	L	L	SH12	DL9
751	0.066	BD	H	L	L	SH12	DL9
752	0.072	BD	H	L	L	SH12	DL9
753	0.065	BD	H	L	L	SH12	DL9
754	0.062	BD	H	L	L	SH12	DL9
755	0.062	BD	H	L	L	SH12	DL9
756	0.067	BD	H	L	L	SH12	DL9
757	0.071	BD	H	L	L	SH12	DL9
758	0.071	BD	H	L	L	SH12	DL9
759	0.065	BD	H	L	L	SH12	DL9
760	0.056	BD	H	L	L	SH12	DL9
761	0.087	BD	H	L	L	SH12	DL9
762	0.069	BD	H	L	L	SH12	DL9
763	0.067	BD	H	L	L	SH12	DL9
764	0.07	BD	H	L	L	SH12	DL9
765	0.062	BD	H	L	L	SH12	DL9
766	0.067	BD	H	L	L	SH12	DL9
767	0.073	BD	H	L	L	SH12	DL9
768	0.076	BD	H	L	L	SH12	DL9
769	0.069	BD	H	L	L	SH12	DL9
770	0.065	BD	H	L	L	SH12	DL9
771	0.064	BD	H	L	L	SH12	DL9
772	0.058	BD	H	L	L	SH12	DL9
773	0.073	BD	H	L	L	SH12	DL9
774	0.07	BD	H	L	L	SH12	DL9
775	0.064	BD	H	L	L	SH12	DL9
776	0.07	BD	H	L	L	SH12	DL9
777	0.075	BD	H	L	H	SH12	DL9
778	0.074	BD	H	L	H	SH12	DL9
779	0.084	BD	H	L	H	SH12	DL9
780	0.088	BD	H	L	H	SH12	DL9
781	0.076	BD	H	L	H	SH12	DL9
782	0.105	BD	H	L	H	SH12	DL9
783	0.079	BD	H	L	H	SH12	DL9
784	0.078	BD	H	L	H	SH12	DL9
785	0.072	BD	H	L	H	SH12	DL9
786	0.07	BD	H	L	H	SH12	DL9
787	0.08	BD	H	L	H	SH12	DL9
788	0.08	BD	H	L	H	SH12	DL9
789	0.07	BD	H	L	H	SH12	DL9
790	0.08	BD	H	L	H	SH12	DL9
791	0.075	BD	H	L	H	SH12	DL9
792	0.079	BD	H	L	H	SH12	DL9
793	0.097	BD	H	L	H	SH12	DL9
794	0.069	BD	H	L	H	SH12	DL9
795	0.063	BD	H	L	H	SH12	DL9
796	0.077	BD	H	L	H	SH12	DL9
797	0.071	BD	H	L	H	SH12	DL9
798	0.068	BD	H	L	H	SH12	DL9
799	0.063	BD	H	L	H	SH12	DL9
800	0.092	BD	H	L	H	SH12	DL9
801	0.073	BD	H	L	H	SH12	DL9
802	0.058	BD	H	L	H	SH12	DL9
803	0.082	BD	H	L	H	SH12	DL9
804	0.072	BD	H	L	H	SH12	DL9
805	0.064	BD	H	L	H	SH12	DL9
806	0.064	BD	H	L	H	SH12	DL9
807	0.073	BD	H	L	H	SH12	DL9
808	0.068	BD	H	L	H	SH12	DL9
809	0.094	BD	H	L	H	SH12	DL9
810	0.061	BD	H	L	H	SH12	DL9
811	0.066	BD	H	L	H	SH12	DL9
812	0.059	BD	H	L	H	SH12	DL9
813	0.054	BD	H	L	H	SH12	DL9
814	0.065	BE	H	H	L	SH12	DH4
815	0.067	BE	H	H	L	SH12	DH4
816	0.066	BE	H	H	L	SH12	DH4
817	0.068	BE	H	H	L	SH12	DH4
818	0.06	BE	H	H	L	SH12	DH4
819	0.062	BE	H	H	L	SH12	DH4
820	0.066	BE	H	H	L	SH12	DH4
821	0.065	BE	H	H	L	SH12	DH4
822	0.058	BE	H	H	L	SH12	DH4
823	0.067	BE	H	H	L	SH12	DH4
824	0.057	BE	H	H	L	SH12	DH4
825	0.073	BE	H	H	L	SH12	DH4
826	0.075	BE	H	H	L	SH12	DH4
827	0.063	BE	H	H	L	SH12	DH4
828	0.07	BE	H	H	L	SH12	DH4
829	0.064	BE	H	H	L	SH12	DH4
830	0.069	BE	H	H	L	SH12	DH4
831	0.064	BE	H	H	L	SH12	DH4
832	0.066	BE	H	H	L	SH12	DH4
833	0.057	BE	H	H	L	SH12	DH4
834	0.055	BE	H	H	L	SH12	DH4
835	0.054	BE	H	H	L	SH12	DH4
836	0.069	BE	H	H	L	SH12	DH4
837	0.061	BE	H	H	L	SH12	DH4
838	0.072	BE	H	H	L	SH12	DH4
839	0.075	BE	H	H	L	SH12	DH4
840	0.056	BE	H	H	L	SH12	DH4
841	0.053	BE	H	H	L	SH12	DH4
842	0.068	BE	H	H	L	SH12	DH4
843	0.059	BE	H	H	L	SH12	DH4
844	0.074	BE	H	H	L	SH12	DH4
845	0.06	BE	H	H	L	SH12	DH4
846	0.067	BE	H	H	L	SH12	DH4
847	0.065	BE	H	H	L	SH12	DH4
848	0.061	BE	H	H	L	SH12	DH4
849	0.05	BE	H	H	L	SH12	DH4
850	0.059	BE	H	H	L	SH12	DH4
851	0.059	BE	H	H	L	SH12	DH4
852	0.064	BE	H	H	L	SH12	DH4
853	0.058	BE	H	H	L	SH12	DH4
854	0.068	BE	H	H	L	SH12	DH4
855	0.073	BE	H	H	L	SH12	DH4
856	0.061	BE	H	H	L	SH12	DH4
857	0.069	BE	H	H	L	SH12	DH4
858	0.063	BE	H	H	L	SH12	DH4
859	0.056	BE	H	H	L	SH12	DH4
860	0.058	BE	H	H	L	SH12	DH4
861	0.06	BE	H	H	L	SH12	DH4
862	0.055	BE	H	H	H	SH12	DH4
863	0.074	BE	H	H	H	SH12	DH4
864	0.062	BE	H	H	H	SH12	DH4
865	0.058	BE	H	H	H	SH12	DH4
866	0.07	BE	H	H	H	SH12	DH4
867	0.073	BE	H	H	H	SH12	DH4
868	0.059	BE	H	H	H	SH12	DH4
869	0.075	BE	H	H	H	SH12	DH4
870	0.067	BE	H	H	H	SH12	DH4
871	0.07	BE	H	H	H	SH12	DH4
872	0.076	BE	H	H	H	SH12	DH4
873	0.069	BE	H	H	H	SH12	DH4
874	0.072	BE	H	H	H	SH12	DH4
875	0.07	BE	H	H	H	SH12	DH4
876	0.058	BE	H	H	H	SH12	DH4
877	0.067	BE	H	H	H	SH12	DH4
878	0.062	BE	H	H	H	SH12	DH4
879	0.064	BE	H	H	H	SH12	DH4
880	0.071	BE	H	H	H	SH12	DH4
881	0.062	BE	H	H	H	SH12	DH4
882	0.061	BE	H	H	H	SH12	DH4
883	0.073	BE	H	H	H	SH12	DH4
884	0.062	BE	H	H	H	SH12	DH4
885	0.06	BE	H	H	H	SH12	DH4
886	0.057	BE	H	H	H	SH12	DH4
887	0.065	BE	H	H	H	SH12	DH4
888	0.064	BE	H	H	H	SH12	DH4
889	0.057	BE	H	H	H	SH12	DH4
890	0.058	BE	H	H	H	SH12	DH4
891	0.058	BE	H	H	H	SH12	DH4
892	0.061	BE	H	H	H	SH12	DH4
893	0.066	BE	H	H	H	SH12	DH4
894	0.089	AH	H	H	L	SH7	DH2
895	0.083	AH	H	H	L	SH7	DH2
896	0.083	AH	H	H	L	SH7	DH2
897	0.094	AH	H	H	L	SH7	DH2
898	0.072	AH	H	H	L	SH7	DH2
899	0.09	AH	H	H	L	SH7	DH2
900	0.058	AH	H	H	L	SH7	DH2
901	0.078	AH	H	H	L	SH7	DH2
902	0.08	AH	H	H	L	SH7	DH2
903	0.076	AH	H	H	L	SH7	DH2
904	0.088	AH	H	H	L	SH7	DH2
905	0.071	AH	H	H	L	SH7	DH2
906	0.08	AH	H	H	L	SH7	DH2
907	0.082	AH	H	H	L	SH7	DH2
908	0.094	AH	H	H	L	SH7	DH2
909	0.087	AH	H	H	L	SH7	DH2
910	0.071	AH	H	H	L	SH7	DH2
911	0.076	AH	H	H	L	SH7	DH2
912	0.077	AH	H	H	L	SH7	DH2
913	0.09	AH	H	H	L	SH7	DH2
914	0.09	AH	H	H	L	SH7	DH2
915	0.082	AH	H	H	L	SH7	DH2
916	0.093	AH	H	H	L	SH7	DH2
917	0.084	AH	H	H	L	SH7	DH2
918	0.089	AH	H	H	L	SH7	DH2
919	0.082	AH	H	H	L	SH7	DH2
920	0.081	AH	H	H	L	SH7	DH2
921	0.083	AH	H	H	L	SH7	DH2
922	0.095	AH	H	H	L	SH7	DH2
923	0.07	AH	H	H	L	SH7	DH2
924	0.078	AH	H	H	L	SH7	DH2
925	0.076	AH	H	H	L	SH7	DH2
926	0.081	AH	H	H	L	SH7	DH2
927	0.081	AH	H	H	L	SH7	DH2
928	0.086	AH	H	H	L	SH7	DH2
929	0.081	AH	H	H	L	SH7	DH2
930	0.074	AH	H	H	L	SH7	DH2
931	0.08	AH	H	H	L	SH7	DH2
932	0.084	AH	H	H	L	SH7	DH2
933	0.077	AH	H	H	L	SH7	DH2
934	0.085	AH	H	H	L	SH7	DH2
935	0.073	AH	H	H	L	SH7	DH2
936	0.079	AH	H	H	L	SH7	DH2
937	0.076	AH	H	H	L	SH7	DH2
938	0.076	AH	H	H	L	SH7	DH2
939	0.081	AH	H	H	L	SH7	DH2
940	0.06	AH	H	H	L	SH7	DH2
941	0.095	AH	H	H	L	SH7	DH2
942	0.063	AH	H	H	L	SH7	DH2
943	0.077	AH	H	H	L	SH7	DH2
944	0.087	AH	H	H	H	SH7	DH2
945	0.09	AH	H	H	H	SH7	DH2
946	0.085	AH	H	H	H	SH7	DH2
947	0.08	AH	H	H	H	SH7	DH2
948	0.09	AH	H	H	H	SH7	DH2
949	0.084	AH	H	H	H	SH7	DH2
950	0.092	AH	H	H	H	SH7	DH2
951	0.085	AH	H	H	H	SH7	DH2
952	0.085	AH	H	H	H	SH7	DH2
953	0.075	AH	H	H	H	SH7	DH2
954	0.094	AH	H	H	H	SH7	DH2
955	0.078	AH	H	H	H	SH7	DH2
956	0.091	AH	H	H	H	SH7	DH2
957	0.085	AH	H	H	H	SH7	DH2
958	0.065	AH	H	H	H	SH7	DH2
959	0.089	AH	H	H	H	SH7	DH2
960	0.077	AH	H	H	H	SH7	DH2
961	0.078	AH	H	H	H	SH7	DH2
962	0.078	AH	H	H	H	SH7	DH2
963	0.088	AH	H	H	H	SH7	DH2
964	0.068	AH	H	H	H	SH7	DH2
965	0.072	AH	H	H	H	SH7	DH2
966	0.073	AH	H	H	H	SH7	DH2
967	0.084	AH	H	H	H	SH7	DH2
968	0.084	AH	H	H	H	SH7	DH2
969	0.068	AH	H	H	H	SH7	DH2
970	0.08	AH	H	H	H	SH7	DH2
971	0.064	AH	H	H	H	SH7	DH2
972	0.098	AH	H	H	H	SH7	DH2
973	0.093	AH	H	H	H	SH7	DH2
974	0.089	AH	H	H	H	SH7	DH2
975	0.074	AH	H	H	H	SH7	DH2
976	0.082	AH	H	H	H	SH7	DH2
977	0.081	AH	H	H	H	SH7	DH2
978	0.08	AH	H	H	H	SH7	DH2
979	0.097	AH	H	H	H	SH7	DH2
980	0.078	AH	H	H	H	SH7	DH2
981	0.077	AH	H	H	H	SH7	DH2
982	0.076	AH	H	H	H	SH7	DH2
983	0.078	AH	H	H	H	SH7	DH2
984	0.092	AH	H	H	H	SH7	DH2
985	0.091	AH	H	H	H	SH7	DH2
986	0.094	AH	H	H	H	SH7	DH2
987	0.067	AH	H	H	H	SH7	DH2
988	0.085	AH	H	H	H	SH7	DH2
989	0.094	AH	H	H	H	SH7	DH2
990	0.109	AH	H	H	H	SH7	DH2
991	0.087	AH	H	H	H	SH7	DH2
992	0.083	AH	H	H	H	SH7	DH2
993	0.092	AH	H	H	H	SH7	DH2
994	0.089	AM	H	L	L	SH8	DL3
995	0.092	AM	H	L	L	SH8	DL3
996	0.077	AM	H	L	L	SH8	DL3
997	0.089	AM	H	L	L	SH8	DL3
998	0.062	AM	H	L	L	SH8	DL3
999	0.088	AM	H	L	L	SH8	DL3
1000	0.082	AM	H	L	L	SH8	DL3
1001	0.087	AM	H	L	L	SH8	DL3
1002	0.076	AM	H	L	L	SH8	DL3
1003	0.071	AM	H	L	L	SH8	DL3
1004	0.099	AM	H	L	L	SH8	DL3
1005	0.101	AM	H	L	L	SH8	DL3
1006	0.083	AM	H	L	L	SH8	DL3
1007	0.073	AM	H	L	L	SH8	DL3
1008	0.089	AM	H	L	L	SH8	DL3
1009	0.076	AM	H	L	L	SH8	DL3
1010	0.089	AM	H	L	L	SH8	DL3
1011	0.073	AM	H	L	L	SH8	DL3
1012	0.06	AM	H	L	L	SH8	DL3
1013	0.07	AM	H	L	L	SH8	DL3
1014	0.074	AM	H	L	L	SH8	DL3
1015	0.077	AM	H	L	L	SH8	DL3
1016	0.088	AM	H	L	L	SH8	DL3
1017	0.08	AM	H	L	L	SH8	DL3
1018	0.076	AM	H	L	L	SH8	DL3
1019	0.072	AM	H	L	L	SH8	DL3
1020	0.088	AM	H	L	L	SH8	DL3
1021	0.079	AM	H	L	L	SH8	DL3
1022	0.094	AM	H	L	L	SH8	DL3
1023	0.084	AM	H	L	L	SH8	DL3
1024	0.098	AM	H	L	L	SH8	DL3
1025	0.085	AM	H	L	L	SH8	DL3
1026	0.09	AM	H	L	L	SH8	DL3
1027	0.089	AM	H	L	L	SH8	DL3
1028	0.091	AM	H	L	L	SH8	DL3
1029	0.077	AM	H	L	L	SH8	DL3
1030	0.083	AM	H	L	L	SH8	DL3
1031	0.092	AM	H	L	L	SH8	DL3
1032	0.072	AM	H	L	L	SH8	DL3
1033	0.089	AM	H	L	L	SH8	DL3
1034	0.092	AM	H	L	L	SH8	DL3
1035	0.07	AM	H	L	L	SH8	DL3
1036	0.084	AM	H	L	L	SH8	DL3
1037	0.081	AM	H	L	L	SH8	DL3
1038	0.086	AM	H	L	L	SH8	DL3
1039	0.081	AM	H	L	L	SH8	DL3
1040	0.073	AM	H	L	L	SH8	DL3
1041	0.099	AM	H	L	L	SH8	DL3
1042	0.085	AM	H	L	H	SH8	DL3
1043	0.092	AM	H	L	H	SH8	DL3
1044	0.104	AM	H	L	H	SH8	DL3
1045	0.087	AM	H	L	H	SH8	DL3
1046	0.07	AM	H	L	H	SH8	DL3
1047	0.075	AM	H	L	H	SH8	DL3
1048	0.108	AM	H	L	H	SH8	DL3
1049	0.093	AM	H	L	H	SH8	DL3
1050	0.08	AM	H	L	H	SH8	DL3
1051	0.084	AM	H	L	H	SH8	DL3
1052	0.06	AM	H	L	H	SH8	DL3
1053	0.106	AM	H	L	H	SH8	DL3
1054	0.095	AM	H	L	H	SH8	DL3
1055	0.118	AM	H	L	H	SH8	DL3
1056	0.068	AM	H	L	H	SH8	DL3
1057	0.071	AM	H	L	H	SH8	DL3
1058	0.11	AM	H	L	H	SH8	DL3
1059	0.109	AM	H	L	H	SH8	DL3
1060	0.089	AM	H	L	H	SH8	DL3
1061	0.084	AM	H	L	H	SH8	DL3
1062	0.119	AM	H	L	H	SH8	DL3
1063	0.078	AM	H	L	H	SH8	DL3
1064	0.103	AM	H	L	H	SH8	DL3
1065	0.105	AM	H	L	H	SH8	DL3
1066	0.106	AM	H	L	H	SH8	DL3
1067	0.105	AM	H	L	H	SH8	DL3
1068	0.117	AM	H	L	H	SH8	DL3
1069	0.088	AM	H	L	H	SH8	DL3
1070	0.071	AM	H	L	H	SH8	DL3
1071	0.114	AM	H	L	H	SH8	DL3
1072	0.092	AM	H	L	H	SH8	DL3
1073	0.113	AM	H	L	H	SH8	DL3
1074	0.093	AM	H	L	H	SH8	DL3
1075	0.081	AM	H	L	H	SH8	DL3
1076	0.094	AM	H	L	H	SH8	DL3
1077	0.077	AM	H	L	H	SH8	DL3
1078	0.097	AM	H	L	H	SH8	DL3
1079	0.102	AM	H	L	H	SH8	DL3
1080	0.067	AO	H	H	L	SH8	DH3
1081	0.077	AO	H	H	L	SH8	DH3
1082	0.064	AO	H	H	L	SH8	DH3
1083	0.081	AO	H	H	L	SH8	DH3
1084	0.081	AO	H	H	L	SH8	DH3
1085	0.078	AO	H	H	L	SH8	DH3
1086	0.071	AO	H	H	L	SH8	DH3
1087	0.079	AO	H	H	L	SH8	DH3
1088	0.072	AO	H	H	L	SH8	DH3
1089	0.073	AO	H	H	L	SH8	DH3
1090	0.079	AO	H	H	L	SH8	DH3
1091	0.079	AO	H	H	L	SH8	DH3
1092	0.081	AO	H	H	L	SH8	DH3
1093	0.072	AO	H	H	L	SH8	DH3
1094	0.07	AO	H	H	L	SH8	DH3
1095	0.079	AO	H	H	L	SH8	DH3
1096	0.071	AO	H	H	L	SH8	DH3
1097	0.071	AO	H	H	L	SH8	DH3
1098	0.073	AO	H	H	L	SH8	DH3
1099	0.082	AO	H	H	L	SH8	DH3
1100	0.083	AO	H	H	L	SH8	DH3
1101	0.085	AO	H	H	L	SH8	DH3
1102	0.074	AO	H	H	L	SH8	DH3
1103	0.072	AO	H	H	L	SH8	DH3
1104	0.078	AO	H	H	L	SH8	DH3
1105	0.075	AO	H	H	L	SH8	DH3
1106	0.081	AO	H	H	L	SH8	DH3
1107	0.094	AO	H	H	L	SH8	DH3
1108	0.09	AO	H	H	L	SH8	DH3
1109	0.093	AO	H	H	L	SH8	DH3
1110	0.082	AO	H	H	L	SH8	DH3
1111	0.072	AO	H	H	L	SH8	DH3
1112	0.084	AO	H	H	L	SH8	DH3
1113	0.112	AO	H	H	H	SH8	DH3
1114	0.06	AO	H	H	H	SH8	DH3
1115	0.088	AO	H	H	H	SH8	DH3
1116	0.083	AO	H	H	H	SH8	DH3
1117	0.069	AO	H	H	H	SH8	DH3
1118	0.086	AO	H	H	H	SH8	DH3
1119	0.074	AO	H	H	H	SH8	DH3
1120	0.111	AO	H	H	H	SH8	DH3
1121	0.074	AO	H	H	H	SH8	DH3
1122	0.064	AO	H	H	H	SH8	DH3
1123	0.074	AO	H	H	H	SH8	DH3
1124	0.088	AO	H	H	H	SH8	DH3
1125	0.096	AO	H	H	H	SH8	DH3
1126	0.059	AO	H	H	H	SH8	DH3
1127	0.098	AO	H	H	H	SH8	DH3
1128	0.086	AO	H	H	H	SH8	DH3
1129	0.092	AO	H	H	H	SH8	DH3
1130	0.099	AO	H	H	H	SH8	DH3
1131	0.103	AO	H	H	H	SH8	DH3
1132	0.11	AO	H	H	H	SH8	DH3
1133	0.101	AO	H	H	H	SH8	DH3
1134	0.095	AO	H	H	H	SH8	DH3
1135	0.078	AO	H	H	H	SH8	DH3
1136	0.077	AO	H	H	H	SH8	DH3
1137	0.099	AO	H	H	H	SH8	DH3
1138	0.083	AO	H	H	H	SH8	DH3
1139	0.079	AO	H	H	H	SH8	DH3
1140	0.086	AO	H	H	H	SH8	DH3
1141	0.093	AO	H	H	H	SH8	DH3
1142	0.098	AO	H	H	H	SH8	DH3
1143	0.101	AO	H	H	H	SH8	DH3
1144	0.079	AO	H	H	H	SH8	DH3
1145	0.082	AO	H	H	H	SH8	DH3
1146	0.066	AO	H	H	H	SH8	DH3
1147	0.091	AO	H	H	H	SH8	DH3
1148	0.097	AO	H	H	H	SH8	DH3
1149	0.093	AO	H	H	H	SH8	DH3
1150	0.101	AO	H	H	H	SH8	DH3
1151	0.094	AO	H	H	H	SH8	DH3
1152	0.097	AO	H	H	H	SH8	DH3
1153	0.111	AO	H	H	H	SH8	DH3
1154	0.081	AO	H	H	H	SH8	DH3
1155	0.063	BF	H	H	L	SH12	DH5
1156	0.077	BF	H	H	L	SH12	DH5
1157	0.074	BF	H	H	L	SH12	DH5
1158	0.067	BF	H	H	L	SH12	DH5
1159	0.071	BF	H	H	L	SH12	DH5
1160	0.071	BF	H	H	L	SH12	DH5
1161	0.082	BF	H	H	L	SH12	DH5
1162	0.067	BF	H	H	L	SH12	DH5
1163	0.069	BF	H	H	L	SH12	DH5
1164	0.068	BF	H	H	L	SH12	DH5
1165	0.072	BF	H	H	L	SH12	DH5
1166	0.062	BF	H	H	L	SH12	DH5
1167	0.075	BF	H	H	L	SH12	DH5
1168	0.049	BF	H	H	L	SH12	DH5
1169	0.061	BF	H	H	L	SH12	DH5
1170	0.056	BF	H	H	L	SH12	DH5
1171	0.07	BF	H	H	L	SH12	DH5
1172	0.064	BF	H	H	L	SH12	DH5
1173	0.079	BF	H	H	L	SH12	DH5
1174	0.065	BF	H	H	L	SH12	DH5
1175	0.071	BF	H	H	L	SH12	DH5
1176	0.072	BF	H	H	L	SH12	DH5
1177	0.074	BF	H	H	L	SH12	DH5
1178	0.078	BF	H	H	L	SH12	DH5
1179	0.058	BF	H	H	L	SH12	DH5
1180	0.065	BF	H	H	L	SH12	DH5
1181	0.072	BF	H	H	L	SH12	DH5
1182	0.068	BF	H	H	L	SH12	DH5
1183	0.069	BF	H	H	L	SH12	DH5
1184	0.055	BF	H	H	L	SH12	DH5
1185	0.076	BM	H	H	L	SH13	DH6
1186	0.092	BM	H	H	L	SH13	DH6
1187	0.084	BM	H	H	L	SH13	DH6
1188	0.074	BM	H	H	L	SH13	DH6
1189	0.075	BM	H	H	L	SH13	DH6
1190	0.081	BM	H	H	L	SH13	DH6
1191	0.069	BM	H	H	L	SH13	DH6
1192	0.086	BM	H	H	L	SH13	DH6
1193	0.083	BM	H	H	L	SH13	DH6
1194	0.075	BM	H	H	L	SH13	DH6
1195	0.089	BM	H	H	L	SH13	DH6
1196	0.082	BM	H	H	L	SH13	DH6
1197	0.072	BM	H	H	L	SH13	DH6
