animal	FATHER	MOTHER
1322	SL8	DL10
1323	SL8	DL10
1324	SL8	DL10
1325	SL8	DL10
1326	SL8	DL10
1327	SL8	DL10
1328	SL8	DL10
1329	SL8	DL10
1330	SL8	DL10
1331	SL8	DL10
1332	SL8	DL10
1333	SL8	DL10
1334	SL8	DL10
1335	SL8	DL10
1336	SL8	DL10
1337	SL8	DL10
1338	SL8	DL10
1339	SL8	DL10
1340	SL8	DL10
1341	SL8	DL10
1342	SL8	DL10
1343	SL8	DL10
1344	SL8	DL10
1345	SL8	DL10
1346	SL8	DL10
1347	SL8	DL10
1348	SL8	DL10
1349	SL8	DL10
1350	SL8	DL10
1351	SL8	DL10
1352	SL8	DL10
1353	SL8	DL10
1354	SL8	DL10
1355	SL8	DL10
1356	SL8	DL10
1357	SL8	DL10
1358	SL8	DL10
1359	SL8	DL10
1360	SL8	DL10
1361	SL8	DL10
1362	SL8	DL10
1363	SL8	DH6
1364	SL8	DH6
1365	SL8	DH6
1366	SL8	DH6
1367	SL8	DH6
1368	SL8	DH6
1369	SL8	DH6
1370	SL8	DH6
1371	SL8	DH6
1372	SL8	DH6
1373	SL8	DH6
1374	SL8	DH6
1375	SL8	DH6
1376	SL8	DH6
1377	SL8	DH6
1378	SL8	DH6
1379	SL8	DH6
1380	SL8	DH6
1381	SL8	DH6
1382	SL8	DH6
1383	SL8	DH6
1384	SL8	DH6
1385	SL8	DH6
1386	SL8	DH6
1387	SL8	DH6
1388	SL8	DH6
1389	SL8	DH6
1390	SL8	DH6
1391	SL8	DH6
1392	SL8	DH6
1393	SL8	DH6
1394	SL8	DH6
1395	SL8	DH6
1396	SL8	DH6
1397	SL8	DH6
1398	SL8	DH6
1399	SL8	DH6
1400	SL8	DH6
1401	SL8	DH6
1402	SL8	DH6
1403	SL8	DH6
1404	SL8	DH6
1405	SL8	DH6
1406	SL8	DH6
1407	SL8	DH6
1408	SL8	DH6
1409	SL8	DH6
1410	SL8	DH6
1411	SL8	DH6
1412	SL8	DH6
1413	SL8	DH6
1414	SL8	DH6
1415	SL8	DH6
1416	SL8	DH6
1417	SL8	DH6
1418	SL8	DH6
1419	SL8	DH6
1420	SL8	DH6
1421	SL8	DH6
1422	SL8	DH6
1423	SL8	DH6
1424	SL8	DH6
1425	SL8	DH6
1426	SL8	DH6
1427	SL8	DH6
1428	SL8	DH6
1429	SL8	DH6
1430	SL8	DH6
1431	SL8	DH6
1432	SL8	DH6
1433	SL8	DH6
1434	SL8	DH6
1435	SL8	DH6
1436	SL8	DH6
1437	SL8	DH6
1438	SL8	DH6
1439	SL8	DH6
1440	SL8	DH6
1441	SL8	DH6
1442	SL8	DH6
1443	SL8	DH6
1444	SL8	DH6
1445	SL8	DH6
1446	SL8	DH6
1447	SL8	DH6
1448	SL8	DH6
1449	SL8	DH6
1450	SL8	DH6
1451	SL8	DH6
1452	SH4D	DH16D
1453	SH4D	DH16D
1454	SH4D	DH16D
1455	SH4D	DH16D
1456	SH4D	DH16D
1457	SH4D	DH16D
1458	SH4D	DH16D
1459	SH4D	DH16D
1460	SH4D	DH16D
1461	SH4D	DH16D
1462	SH4D	DH16D
1463	SH4D	DH16D
1464	SH4D	DH16D
1465	SH4D	DH16D
1466	SH4D	DH16D
1467	SH4D	DH16D
1468	SH4D	DH16D
1469	SH4D	DH16D
1470	SH4D	DH16D
1471	SH4D	DH16D
1472	SH4D	DH16D
1473	SH4D	DH16D
1474	SH4D	DH16D
1475	SH4D	DH16D
1476	SH4D	DH16D
1477	SH4D	DH16D
1478	SH4D	DH16D
1479	SH4D	DH16D
1480	SH4D	DH16D
1481	SH4D	DH16D
1482	SH4D	DH16D
1483	SH4D	DH16D
1484	SH4D	DH16D
1485	SH4D	DH16D
1486	SH4D	DH16D
1487	SH4D	DH16D
1488	SH4D	DH16D
1489	SH4D	DH16D
1490	SH4D	DH16D
1491	SH4D	DH16D
1492	SH4D	DH16D
1493	SH4D	DH16D
1494	SH4D	DH16D
1495	SH4D	DH16D
1496	SH4D	DH16D
1497	SH4D	DH16D
1498	SH4D	DH16D
1499	SH4D	DH16D
1500	SH4D	DH16D
1501	SH4D	DH16D
1502	SH4D	DH16D
1503	SH4D	DH16D
1504	SH4D	DH16D
1505	SH4D	DH16D
1506	SH4D	DH16D
1507	SH4D	DH16D
1508	SH4D	DH16D
1509	SH4D	DH16D
1510	SH4D	DH16D
1511	SH4D	DH16D
1512	SH4D	DH16D
1513	SH4D	DH16D
1514	SH4D	DH16D
1515	SH4D	DH16D
1516	SH4D	DH16D
1517	SH4D	DH16D
1518	SH4D	DH16D
1519	SH4D	DH16D
1520	SH4D	DH16D
1521	SH4D	DH16D
1522	SH4D	DH16D
1523	SH4D	DH16D
1524	SH4D	DH16D
1525	SH4D	DH16D
1526	SH4D	DH16D
1527	SH4D	DH16D
1528	SH4D	DH16D
1529	SH4D	DH16D
1530	SH15D	DH16D
1531	SH15D	DH16D
1532	SH15D	DH16D
1533	SH15D	DH16D
1534	SH15D	DH16D
1535	SH15D	DH16D
1536	SH15D	DH16D
1537	SH15D	DH16D
1538	SH15D	DH16D
1539	SH15D	DH16D
1540	SH15D	DH16D
1541	SH15D	DH16D
1542	SH15D	DH16D
1543	SH15D	DH16D
1544	SH15D	DH16D
1545	SH15D	DH16D
1546	SH15D	DH16D
1547	SH15D	DH16D
1548	SH15D	DH16D
1549	SH15D	DH16D
1550	SH15D	DH16D
1551	SH15D	DH16D
1552	SH15D	DH16D
1553	SH15D	DH16D
1554	SH15D	DH16D
1555	SH15D	DH16D
1556	SH15D	DH16D
1557	SH15D	DH16D
1558	SH15D	DH16D
1559	SH15D	DH16D
1560	SH15D	DH16D
1561	SH15D	DH16D
1562	SH15D	DH16D
1563	SH15D	DH16D
1564	SH15D	DH16D
1565	SH15D	DH16D
1566	SH15D	DH16D
1567	SH15D	DH16D
1568	SH15D	DH16D
1569	SH15D	DH16D
1570	SH15D	DH16D
1571	SH15D	DH16D
1572	SH15D	DH16D
1573	SH15D	DH16D
1574	SH15D	DH16D
1575	SH15D	DH16D
1576	SH15D	DH16D
1577	SH15D	DH16D
1578	SH15D	DH16D
1579	SH15D	DH16D
1580	SH15D	DH16D
1581	SH15D	DH16D
1582	SH15D	DH16D
1583	SH15D	DH16D
1584	SH15D	DH16D
1585	SH15D	DH16D
1586	SH15D	DH16D
1587	SH15D	DH16D
1588	SL4	DL3
1589	SL4	DL3
1590	SL4	DL3
1591	SL4	DL3
1592	SL4	DL3
1593	SL4	DL3
1594	SL4	DL3
1595	SL4	DL3
1596	SL4	DL3
1597	SL4	DL3
1598	SL4	DL3
1599	SL4	DL3
1600	SL4	DL3
1601	SL4	DL3
1602	SL4	DL3
1603	SL4	DL3
1604	SL4	DL3
1605	SL4	DL3
1606	SL4	DL3
1607	SL4	DL3
1608	SL4	DL3
1609	SL4	DL3
1610	SL4	DL3
1611	SL4	DL3
1612	SL4	DL3
1613	SL4	DL3
1614	SL4	DL3
1615	SL4	DL3
1616	SL4	DL3
1617	SL4	DL3
1618	SL4	DL3
1619	SL4	DL3
1620	SL4	DL3
1621	SL4	DL3
1622	SL4	DL3
1623	SL4	DL3
1624	SL4	DL3
1625	SL4	DL3
1626	SL4	DL3
1627	SL4	DL3
1628	SL4	DL3
1629	SL4	DL3
1630	SL4	DL3
1631	SL4	DL3
1632	SL4	DL3
1633	SL4	DL3
1634	SL4	DL3
1635	SL4	DL3
1636	SL4	DL3
1637	SL4	DL3
1638	SL4	DL3
1639	SL4	DL3
1640	SL4	DL3
1641	SL4	DL3
1642	SL4	DL3
1643	SL4	DL3
1644	SL4	DL3
1645	SL4	DL3
1646	SL4	DL3
1647	SL4	DL3
1648	SL4	DL3
1649	SL4	DL3
1650	SH8	DL1
1651	SH8	DL1
1652	SH8	DL1
1653	SH8	DL1
1654	SH8	DL1
1655	SH8	DL1
1656	SH8	DL1
1657	SH8	DL1
1658	SH8	DL1
1659	SH8	DL1
1660	SH8	DL1
1661	SH8	DL1
1662	SH8	DL1
1663	SH8	DL1
1664	SH8	DL1
1665	SH8	DL1
1666	SH8	DL1
1667	SH8	DL1
1668	SH8	DL1
1669	SH8	DL1
1670	SH8	DL1
1671	SH8	DL1
1672	SH8	DL1
1673	SH8	DL1
1674	SH8	DL1
1675	SH8	DL1
1676	SH8	DL1
1677	SH8	DL1
1678	SH8	DL1
1679	SH8	DL1
1680	SH8	DL1
1681	SH8	DL1
1682	SH8	DL1
1683	SH8	DL1
1684	SH8	DL1
1685	SH8	DL1
1686	SH8	DL1
1687	SH8	DL1
1688	SH8	DL1
1689	SH8	DL1
1690	SH8	DL1
1691	SH8	DL1
1692	SH8	DL1
1693	SH8	DL1
1694	SH8	DL1
1695	SH8	DL1
1696	SH8	DL1
1697	SH8	DL1
1698	SH8	DL1
1699	SH8	DL1
1700	SH8	DL1
1701	SH8	DL1
1702	SH8	DL1
1703	SH8	DL1
1704	SH8	DL1
1705	SH8	DL1
1706	SH8	DL1
1707	SH8	DL1
1708	SH8	DL1
1709	SH8	DL1
1710	SH8	DL1
1711	SH8	DL1
1712	SH8	DL1
1713	SH8	DL1
1714	SH8	DL1
1715	SH8	DL1
1716	SH8	DL1
1717	SH8	DL1
1718	SH8	DL1
1719	SH8	DL1
1720	SH8	DL1
1721	SH8	DL1
1722	SH8	DL1
1723	SH8	DL1
1724	SH8	DL1
1725	SL7	DH6
1726	SL7	DH6
1727	SL7	DH6
1728	SL7	DH6
1729	SL7	DH6
1730	SL7	DH6
1731	SL7	DH6
1732	SL7	DH6
1733	SL7	DH6
1734	SL7	DH6
1735	SL7	DH6
1736	SL7	DH6
1737	SL7	DH6
1738	SL7	DH6
1739	SL7	DH6
1740	SL7	DH6
1741	SL7	DH6
1742	SL7	DH6
1743	SL7	DH6
1744	SL7	DH6
1745	SL7	DH6
1746	SL7	DH6
1747	SL7	DH6
1748	SL7	DH6
1749	SL7	DH6
1750	SL7	DH6
1751	SL7	DH6
1752	SL7	DH6
1753	SL7	DH6
1754	SL7	DH6
1755	SL7	DH6
1756	SL7	DH6
1757	SL7	DH6
1758	SL7	DH6
1759	SL7	DH6
1760	SL7	DH6
1761	SL7	DH6
1762	SL7	DH6
1763	SL7	DH6
1764	SL7	DH6
1765	SL7	DH6
1766	SL7	DH6
1767	SL7	DH6
1768	SL7	DH6
1769	SL7	DH6
1770	SL7	DH6
1771	SL7	DH6
1772	SL7	DH6
1773	SL7	DH6
1774	SL7	DH6
1775	SL7	DH6
1776	SL7	DH6
1777	SL7	DH6
1778	SL7	DH6
1779	SL7	DH6
1780	SL7	DH6
1781	SL7	DH6
1782	SL7	DH6
1783	SL7	DH6
1784	SL7	DH6
1785	SL7	DH6
1786	SL7	DH6
1787	SL7	DH6
1788	SL7	DH6
1789	SL7	DH6
1790	SL7	DH6
1791	SL7	DH6
1792	SL7	DH6
1793	SL7	DH6
1794	SL7	DH6
2000	VSL1	VDH3
2001	VSL1	VDH3
2002	VSL1	VDH3
2003	VSL1	VDH3
2004	VSL1	VDH3
2005	VSL1	VDH3
2006	VSL1	VDH3
2007	VSL1	VDH3
2008	VSL1	VDH3
2009	VSL1	VDH3
2010	VSL1	VDH3
2011	VSL1	VDH3
2012	VSL1	VDH3
2013	VSL1	VDH3
2014	VSL1	VDH3
2015	VSL1	VDH3
2016	VSL1	VDH3
2017	VSL1	VDH3
2018	VSL1	VDH3
2019	VSL1	VDH3
2020	VSL1	VDH3
2021	VSL1	VDH3
2022	VSL1	VDH3
2023	VSL1	VDH3
2024	VSL1	VDH3
2025	VSL1	VDH3
2026	VSL1	VDH3
2027	VSL1	VDH3
2028	VSL1	VDH3
2029	VSL1	VDH3
2030	VSL1	VDH3
2031	VSL1	VDH3
2032	VSL1	VDH3
2033	VSL1	VDH3
2034	VSL1	VDH3
2035	VSL1	VDH3
2036	VSL1	VDH3
2037	VSL1	VDH3
2038	VSH4	VDH3
2039	VSH4	VDH3
2040	VSH4	VDH3
2041	VSH4	VDH3
2042	VSH4	VDH3
2043	VSH4	VDH3
2044	VSH4	VDH3
2045	VSH4	VDH3
2046	VSH4	VDH3
2047	VSH4	VDH3
2048	VSH4	VDH3
2049	VSH4	VDH3
2050	VSH4	VDH3
2051	VSH4	VDH3
2052	VSH4	VDH3
2053	VSH4	VDH3
2054	VSH4	VDH3
2055	VSH4	VDH3
2056	VSH4	VDH3
2057	VSH4	VDH3
2058	VSH4	VDH3
2059	VSH4	VDH3
2060	VSH4	VDH3
2061	VSH4	VDH3
2062	VSH4	VDH3
2063	VSH4	VDH3
2064	VSH4	VDH3
2065	VSH4	VDH3
2066	VSH4	VDH3
2067	VSH4	VDH3
2068	VSH4	VDH4
2069	VSH4	VDH4
2070	VSH4	VDH4
2071	VSH4	VDH4
2072	VSH4	VDH4
2073	VSH4	VDH4
2074	VSH4	VDH4
2075	VSH4	VDH4
2076	VSH4	VDH4
2077	VSH4	VDH4
2078	VSH4	VDH4
2079	VSH4	VDH4
2080	VSH4	VDH4
2081	VSH4	VDH4
2082	VSH4	VDH4
2083	VSH4	VDH4
2084	VSH4	VDH4
2085	VSH4	VDH4
2086	VSH4	VDH4
2087	VSH4	VDH4
2088	VSH4	VDH4
2089	VSH4	VDH4
2090	VSH4	VDH4
2091	VSH26	VDL21
2092	VSH26	VDL21
2093	VSH26	VDL21
2094	VSH26	VDL21
2095	VSH26	VDL21
2096	VSH26	VDL21
2097	VSH26	VDL21
2098	VSH26	VDL21
2099	VSH26	VDL21
2100	VSH26	VDL21
2101	VSH26	VDL21
2102	VSH26	VDL21
2103	VSH26	VDL21
2104	VSH26	VDL21
2105	VSH26	VDL21
2106	VSH26	VDL21
2107	VSH26	VDL21
2108	VSH26	VDL21
2109	VSH26	VDL21
2110	VSH26	VDL21
2111	VSH26	VDL21
2112	VSH26	VDL21
2113	VSH26	VDL21
2114	VSH26	VDL21
2115	VSH26	VDL21
2116	VSH26	VDL21
2117	VSH26	VDL21
2118	VSH26	VDL21
2119	VSH26	VDL21
2120	VSH26	VDL21
2121	VSH26	VDL21
2122	VSH26	VDL21
2123	VSH26	VDL21
2124	VSH26	VDL21
2125	VSH26	VDL21
2126	VSH26	VDL21
2127	VSH26	VDL21
2128	VSH26	VDL21
2129	VSH26	VDL21
2130	VSH26	VDL21
2131	VSH26	VDL21
2132	VSH26	VDL21
2133	VSH26	VDL21
2134	VSH26	VDL21
2135	VSH26	VDL21
2136	VSH26	VDL21
2137	VSH26	VDL21
2138	VSH26	VDL21
2139	VSH26	VDL21
2140	VSH26	VDL21
2141	VSH26	VDL21
2142	VSH26	VDL21
2143	VSH26	VDL21
2144	VSH26	VDL21
2145	VSH26	VDH28
2146	VSH26	VDH28
2147	VSH26	VDH28
2148	VSH26	VDH28
2149	VSH26	VDH28
2150	VSH26	VDH28
2151	VSH26	VDH28
2152	VSH26	VDH28
2153	VSH26	VDH28
2154	VSH26	VDH28
2155	VSH26	VDH28
2156	VSH26	VDH28
2157	VSH26	VDH28
2158	VSH26	VDH28
2159	VSH26	VDH28
2160	VSH26	VDH28
2161	VSH26	VDH28
2162	VSH26	VDH28
2163	VSH26	VDH28
2164	VSH26	VDH28
2165	VSH26	VDH28
2166	VSH26	VDH28
2167	VSH26	VDH28
2168	VSH26	VDH28
2169	VSH26	VDH28
2170	VSH26	VDH28
2171	VSH26	VDH28
2172	VSH26	VDH28
2173	VSH26	VDH28
2174	VSH26	VDH28
2175	VSH26	VDH28
2176	VSH26	VDH28
2177	VSH26	VDH28
2178	VSH26	VDH28
2179	VSH26	VDH28
2180	VSH26	VDH28
2181	VSH26	VDH28
2182	VSH26	VDH28
2183	VSH26	VDH28
2184	VSH26	VDH28
2185	VSH26	VDH28
2186	VSH26	VDH28
2187	VSH26	VDH28
2188	VSH26	VDH28
2189	VSH26	VDH28
2190	VSH26	VDH28
2191	VSH26	VDH28
2192	VSH26	VDH28
2193	VSH26	VDH28
2194	VSH26	VDH28
2195	VSH26	VDH28
2196	VSH26	VDH28
2197	VSH26	VDH28
2198	VSH26	VDH28
2199	VSH26	VDH28
2200	VSH26	VDH28
2201	VSH26	VDH28
2202	VSH26	VDH28
2203	VSH26	VDH28
2204	VSH26	VDH28
2205	VSH26	VDH28
2206	VSH26	VDH28
2207	VSH26	VDH28
2208	VSH26	VDH28
2209	VSH26	VDH28
2210	VSH26	VDH28
2211	VSH26	VDH28
2212	VSH26	VDH28
2213	VSH26	VDH28
2214	VSH26	VDH28
2215	VSH26	VDH28
2216	VSH26	VDH28
2217	VSH26	VDH28
2218	VSH26	VDH28
2219	VSH26	VDH28
2220	VSH26	VDH28
2221	VSH26	VDH28
2222	VSH26	VDH29
2223	VSH26	VDH29
2224	VSH26	VDH29
2225	VSH26	VDH29
2226	VSH26	VDH29
2227	VSH26	VDH29
2228	VSH26	VDH29
2229	VSH26	VDH29
2230	VSH26	VDH29
2231	VSH26	VDH29
2232	VSH26	VDH29
2233	VSH26	VDH29
2234	VSH26	VDH29
2235	VSH26	VDH29
2236	VSH26	VDH29
2237	VSH26	VDH29
2238	VSH26	VDH29
2239	VSH26	VDH29
2240	VSH26	VDH29
2241	VSH26	VDH29
2242	VSH26	VDH29
2243	VSH26	VDH29
2244	VSH26	VDH29
2245	VSH26	VDH29
2246	VSH26	VDH29
2247	VSH26	VDH29
2248	VSH26	VDH29
2249	VSH26	VDH29
2250	VSH26	VDH29
2251	VSH26	VDH29
2252	VSH26	VDH29
2253	VSH26	VDH29
2254	VSH26	VDH29
2255	VSH26	VDH29
2256	VSH26	VDH29
2257	VSH26	VDH29
2258	VSH26	VDH29
2259	VSH26	VDH29
2260	VSH26	VDH29
2261	VSH26	VDH29
2262	VSH26	VDH29
2263	VSH26	VDH29
2264	VSH26	VDH29
2265	VSH26	VDH29
2266	VSH26	VDH29
2267	VSH26	VDH29
2268	VSH26	VDH29
2269	VSH26	VDH29
2270	VSH26	VDH29
2271	VSH26	VDH29
2272	VSH26	VDH29
2273	VSH26	VDH29
2274	VSH26	VDH29
2275	VSH26	VDH29
2276	VSH26	VDH29
2277	VSH26	VDH29
2278	VSH26	VDH29
2279	VSH26	VDH29
2280	VSH26	VDH29
2281	VSH26	VDH29
2282	VSH26	VDH29
2283	VSH26	VDH29
2284	VSH26	VDH29
2285	VSH26	VDH29
2286	VSH26	VDH29
2287	VSH26	VDH29
2288	VSH26	VDH29
2289	VSH26	VDH29
2290	VSH26	VDH29
2291	VSH26	VDH29
2292	VSH26	VDH29
2293	VSH26	VDH29
2294	VSH26	VDH29
2295	VSH26	VDH29
2296	VSH26	VDH29
2297	VSH26	VDH29
2298	VSH26	VDH29
2299	VSH26	VDH29
2300	VSH26	VDH29
2301	VSH26	VDH29
2302	VSH26	VDH29
2303	VSL29	VDL26
2304	VSL29	VDL26
2305	VSL29	VDL26
2306	VSL29	VDL26
2307	VSL29	VDL26
2308	VSL29	VDL26
2309	VSL29	VDL26
2310	VSL29	VDL26
2311	VSL29	VDL26
2312	VSL29	VDL26
2313	VSL29	VDL26
2314	VSL29	VDL26
2315	VSL29	VDL26
2316	VSL29	VDL26
2317	VSL29	VDL26
2318	VSL29	VDL26
2319	VSL29	VDL26
2320	VSL29	VDL26
2321	VSL29	VDL26
2322	VSL29	VDL26
2323	VSL29	VDL26
2324	VSL29	VDL26
2325	VSL29	VDL26
2326	VSL29	VDL26
2327	VSL29	VDL26
2328	VSL29	VDL26
2329	VSL29	VDL26
2330	VSL29	VDL26
2331	VSL29	VDL26
2332	VSL29	VDL26
2333	VSL29	VDL26
2334	VSL29	VDL26
2335	VSL29	VDL26
2336	VSL29	VDL26
2337	VSL29	VDL26
2338	VSL29	VDL26
2339	VSL29	VDL26
2340	VSL29	VDL26
2341	VSL29	VDL26
2342	VSL29	VDL26
2343	VSL29	VDL26
2344	VSL29	VDL26
2345	VSL29	VDL26
2346	VSL29	VDL26
2347	VSL29	VDL26
2348	VSL29	VDL26
2349	VSL29	VDL26
2350	VSL29	VDL26
2351	VSL29	VDL26
2352	VSL29	VDL26
2353	VSL29	VDH28
2354	VSL29	VDH28
2355	VSL29	VDH28
2356	VSL29	VDH28
2357	VSL29	VDH28
2358	VSL29	VDH28
2359	VSL29	VDH28
2360	VSL29	VDH28
2361	VSL29	VDH28
2362	VSL29	VDH28
2363	VSL29	VDH28
2364	VSL29	VDH28
2365	VSL29	VDH28
2366	VSL29	VDH28
2367	VSL29	VDH28
2368	VSL29	VDH28
2369	VSL29	VDH28
2370	VSL29	VDH28
2371	VSL29	VDH28
2372	VSL29	VDH28
2373	VSL29	VDH28
2374	VSL29	VDH28
2375	VSL29	VDH28
2376	VSL29	VDH28
2377	VSL29	VDH28
2378	VSL29	VDH28
2379	VSL29	VDH28
2380	VSL29	VDH28
2381	VSL29	VDH28
2382	VSL29	VDH28
2383	VSL29	VDH28
2384	VSL29	VDH28
2385	VSL29	VDH28
2386	VSL29	VDH28
2387	VSL29	VDH28
2388	VSL29	VDH28
2389	VSL29	VDH28
2390	VSL29	VDH28
2391	VSL29	VDH28
2392	VSL29	VDH28
2393	VSL29	VDH28
2394	VSL29	VDH28
2395	VSL29	VDH28
2396	VSL29	VDH28
2397	VSL29	VDH28
2398	VSL29	VDH28
2399	VSL29	VDH28
2400	VSL29	VDH28
2401	VSL29	VDH28
2402	VSL29	VDH28
2403	VSL29	VDH28
2404	VSL29	VDH28
2405	VSL29	VDH28
2406	VSL29	VDH28
2407	VSL29	VDH28
2408	VSL29	VDH28
2409	VSL29	VDH28
2410	VSL29	VDH28
2411	VSL29	VDH28
2412	VSL29	VDH28
2413	VSL29	VDH28
2414	VSL29	VDH28
2415	VSL29	VDH28
2416	VSL29	VDH28
2417	VSL29	VDH28
2418	VSL29	VDH28
2419	VSL29	VDH28
2420	VSL29	VDH28
2421	VSL29	VDH28
2422	VSL29	VDH28
2423	VSL29	VDH28
2424	VSL29	VDH28
2425	VSL29	VDH28
2426	VSL29	VDH28
2427	VSL29	VDH28
2428	VSL29	VDH28
2429	VSL29	VDH28
2430	VSL29	VDH28
2431	VSL29	VDH28
2432	VSL29	VDH28
2433	VSL29	VDH28
2434	VSL29	VDH28
2435	VSL29	VDH28
2436	VSL29	VDH28
2437	VSL29	VDH28
2438	VSL29	VDH28
2439	VSL29	VDH28
2440	VSL29	VDH28
2441	VSL29	VDH28
2442	VSL29	VDH28
2443	VSL29	VDH28
2444	VSL29	VDH29
2445	VSL29	VDH29
2446	VSL29	VDH29
2447	VSL29	VDH29
2448	VSL29	VDH29
2449	VSL29	VDH29
2450	VSL29	VDH29
2451	VSL29	VDH29
2452	VSL29	VDH29
2453	VSL29	VDH29
2454	VSL29	VDH29
2455	VSL29	VDH29
2456	VSL29	VDH29
2457	VSL29	VDH29
2458	VSL29	VDH29
2459	VSL29	VDH29
2460	VSL29	VDH29
2461	VSL29	VDH29
2462	VSL29	VDH29
2463	VSL29	VDH29
2464	VSL29	VDH29
2465	VSL29	VDH29
2466	VSL29	VDH29
2467	VSL29	VDH29
2468	VSL29	VDH29
2469	VSL29	VDH29
2470	VSL29	VDH29
2471	VSL29	VDH29
2472	VSL29	VDH29
2473	VSL29	VDH29
2474	VSL29	VDH29
2475	VSL29	VDH29
2476	VSL29	VDH29
2477	VSL29	VDH29
2478	VSL29	VDH29
2479	VSL29	VDH29
2480	VSL29	VDH29
2481	VSL29	VDH29
2482	VSL29	VDH29
2483	VSL29	VDH29
2484	VSL29	VDH29
2485	VSL29	VDH29
2486	VSL29	VDH29
2487	VSL29	VDH29
2488	VSL29	VDH29
2489	VSL29	VDH29
2490	VSL29	VDH29
2491	VSL29	VDH29
2492	VSL29	VDH29
2493	VSL29	VDH29
2494	VSL29	VDH29
2495	VSL29	VDH29
2496	VSL29	VDH29
2497	VSL29	VDH29
2498	VSL29	VDH29
2499	VSL29	VDH29
2500	VSL29	VDH29
2501	VSL29	VDH29
2502	VSL29	VDH29
2503	VSL29	VDH29
2504	VSL29	VDH29
2505	VSL29	VDH29
2506	VSL29	VDH29
2507	VSL29	VDH29
2508	VSL29	VDH29
2509	VSL29	VDH29
2510	VSL29	VDH29
2511	VSL29	VDH29
2512	VSL29	VDH29
2513	VSL29	VDH29
2514	VSL29	VDH29
2515	VSL29	VDH29
2516	VSL29	VDH29
2517	VSL29	VDH29
2518	VSL29	VDH29
2519	VSL29	VDH29
2520	VSL29	VDH29
2521	VSL29	VDH29
2522	VSL29	VDH29
2523	VSL29	VDH29
2524	VSL29	VDH29
2525	VSL29	VDH29
2526	VSL29	VDH29
2527	VSL29	VDH29
2528	VSL29	VDH29
2529	VSL29	VDH29
2530	VSL29	VDH29
2531	VSL29	VDH29
2532	VSL29	VDH29
2533	VSL29	VDH29
2534	VSL29	VDH29
2535	VSL29	VDH29
2536	VSL29	VDH29
2537	VSL29	VDH29
2538	VSL29	VDH29
2539	VSL29	VDH29
2540	VSL29	VDH29
2541	VSL29	VDH29
2542	VSL29	VDH29
2543	VSH31	VDH28
2544	VSH31	VDH28
2545	VSH31	VDH28
2546	VSH31	VDH28
2547	VSH31	VDH28
2548	VSH31	VDH28
2549	VSH31	VDH28
2550	VSH31	VDH28
2551	VSH31	VDH28
2552	VSH31	VDH28
2553	VSH31	VDH28
2554	VSH31	VDH28
2555	VSH31	VDH28
2556	VSH31	VDH28
2557	VSH31	VDH28
2558	VSH31	VDH28
2559	VSH31	VDH28
2560	VSH31	VDH28
2561	VSH31	VDH28
2562	VSH31	VDH28
2563	VSH31	VDH28
2564	VSH31	VDH28
2565	VSH31	VDH28
2566	VSH31	VDH28
2567	VSH31	VDH28
2568	VSH31	VDH28
2569	VSH31	VDH28
2570	VSH31	VDH28
2571	VSH31	VDH28
2572	VSH31	VDH28
2573	VSH31	VDH28
2574	VSH31	VDH28
2575	VSH31	VDH28
2576	VSH31	VDH28
2577	VSH31	VDH28
2578	VSH31	VDH28
2579	VSH31	VDH28
2580	VSH31	VDH28
2581	VSH31	VDH28
2582	VSH31	VDH28
2583	VSH31	VDH28
2584	VSH31	VDH28
2585	VSH31	VDH28
2586	VSH31	VDH28
2587	VSH31	VDH28
2588	VSH31	VDH28
2589	VSH31	VDH28
2590	VSH31	VDH28
2591	VSH31	VDH28
2592	VSH31	VDH28
2593	VSH31	VDH28
2594	VSH31	VDH28
2595	VSH31	VDH28
2596	VSH31	VDH28
2597	VSH31	VDH28
2598	VSH31	VDH28
2599	VSH31	VDH28
2600	VSH31	VDH28
2601	VSH31	VDH28
2602	VSH31	VDH28
2603	VSH31	VDH28
2604	VSH31	VDH28
2605	VSH31	VDH28
2606	VSH31	VDH28
2607	VSH31	VDH28
2608	VSH31	VDH28
2609	VSH31	VDH28
2610	VSH31	VDH28
2611	VSH31	VDH28
2612	VSH31	VDH28
2613	VSH31	VDH28
2614	VSH31	VDH28
2615	VSH31	VDH28
2616	VSH31	VDH28
2617	VSH31	VDH28
2618	VSH31	VDH28
2619	VSH31	VDH28
2620	VSH31	VDH28
2621	VSH31	VDH28
2622	VSH31	VDH28
2623	VSH31	VDH28
2624	VSH31	VDH28
2625	VSH31	VDH28
2626	VSH31	VDH28
2627	VSH31	VDH28
2628	VSH31	VDH28
2629	VSH31	VDH28
2630	VSH31	VDH28
2631	VSH31	VDH28
2632	VSH31	VDH28
2633	VSH31	VDH28
2634	VSH31	VDH28
2635	VSH31	VDH28
2636	VSH31	VDH28
2637	VSH31	VDH28
2638	VSH31	VDH28
2639	VSH31	VDH28
2640	VSH31	VDH29
2641	VSH31	VDH29
2642	VSH31	VDH29
2643	VSH31	VDH29
2644	VSH31	VDH29
2645	VSH31	VDH29
2646	VSH31	VDH29
2647	VSH31	VDH29
2648	VSH31	VDH29
2649	VSH31	VDH29
2650	VSH31	VDH29
2651	VSH31	VDH29
2652	VSH31	VDH29
2653	VSH31	VDH29
